Sampling	Contig	PeakStart	PeakEnd	ReadCount	ReadDepth
BOOTSTRAP7	NZ_JH724079.1	1255341	1255841	47	14
BOOTSTRAP7	NZ_JH724079.1	1324954	1325454	105	28
BOOTSTRAP7	NZ_JH724079.1	1366425	1366925	133	32
BOOTSTRAP7	NZ_JH724079.1	1419141	1419641	129	32
BOOTSTRAP7	NZ_JH724079.1	1438935	1439436	27	26
BOOTSTRAP7	NZ_JH724079.1	1485553	1486053	143	50
BOOTSTRAP7	NZ_JH724079.1	1564741	1565241	108	26
BOOTSTRAP7	NZ_JH724079.1	1788568	1789068	112	28
BOOTSTRAP7	NZ_JH724079.1	1789069	1789569	29	19
BOOTSTRAP7	NZ_JH724079.1	1969285	1969785	133	36
BOOTSTRAP7	NZ_JH724079.1	1969786	1970286	26	25
BOOTSTRAP7	NZ_JH724079.1	1996344	1997344	116	34
BOOTSTRAP7	NZ_JH724079.1	2119697	2120197	124	30
BOOTSTRAP7	NZ_JH724079.1	2194529	2195029	128	41
BOOTSTRAP7	NZ_JH724079.1	2195030	2195530	13	11
BOOTSTRAP7	NZ_JH724079.1	2293742	2294242	116	35
BOOTSTRAP7	NZ_JH724079.1	2294252	2294752	23	17
BOOTSTRAP7	NZ_JH724079.1	2472749	2473249	151	39
BOOTSTRAP7	NZ_JH724079.1	2515591	2516091	147	38
BOOTSTRAP7	NZ_JH724079.1	2534325	2534825	150	33
BOOTSTRAP7	NZ_JH724079.1	2614934	2615434	145	38
BOOTSTRAP7	NZ_JH724079.1	2615441	2615941	30	26
BOOTSTRAP7	NZ_JH724079.1	2693424	2693924	138	38
BOOTSTRAP7	NZ_JH724079.1	2841183	2841683	124	31
BOOTSTRAP7	NZ_JH724079.1	2841691	2842191	6	6
BOOTSTRAP7	NZ_JH724079.1	2931085	2931585	149	40
BOOTSTRAP7	NZ_JH724079.1	3107435	3107935	143	33
BOOTSTRAP7	NZ_JH724079.1	3427333	3427833	134	32
BOOTSTRAP7	NZ_JH724079.1	3427841	3428341	14	13
BOOTSTRAP7	NZ_JH724079.1	3438829	3439329	136	32
BOOTSTRAP7	NZ_JH724079.1	3439330	3439830	24	19
BOOTSTRAP7	NZ_JH724079.1	3509756	3510256	137	37
BOOTSTRAP7	NZ_JH724079.1	3517283	3517783	16	5
BOOTSTRAP7	NZ_JH724079.1	3526515	3527015	163	34
BOOTSTRAP7	NZ_JH724079.1	3527018	3527518	18	18
BOOTSTRAP7	NZ_JH724079.1	3567889	3568389	131	30
BOOTSTRAP7	NZ_JH724079.1	3568396	3568896	37	30
BOOTSTRAP7	NZ_JH724079.1	3815529	3816029	141	32
BOOTSTRAP7	NZ_JH724079.1	3885703	3886203	129	44
BOOTSTRAP7	NZ_JH724079.1	3886206	3886706	29	24
BOOTSTRAP7	NZ_JH724079.1	3919515	3920015	113	27
BOOTSTRAP7	NZ_JH724080.1	93787	94287	161	42
BOOTSTRAP7	NZ_JH724080.1	210263	210763	39	37
BOOTSTRAP7	NZ_JH724080.1	234695	235195	22	18
BOOTSTRAP7	NZ_JH724080.1	295669	296169	11	8
BOOTSTRAP7	NZ_JH724080.1	390678	391178	24	18
BOOTSTRAP7	NZ_JH724081.1	23704	24204	120	39
BOOTSTRAP7	NZ_JH724081.1	209623	210123	134	40
BOOTSTRAP7	NZ_JH724081.1	330261	330761	135	33
BOOTSTRAP7	NZ_JH724081.1	429293	429793	127	29
BOOTSTRAP7	NZ_JH724082.1	26669	27169	141	32
BOOTSTRAP7	NZ_JH724082.1	34639	35139	17	17
BOOTSTRAP8	NZ_JH724079.1	117412	118412	146	32
BOOTSTRAP8	NZ_JH724079.1	130533	131446	152	34
BOOTSTRAP8	NZ_JH724079.1	435160	435660	3	3
BOOTSTRAP8	NZ_JH724079.1	491036	491975	149	39
BOOTSTRAP8	NZ_JH724079.1	935817	936317	123	33
BOOTSTRAP8	NZ_JH724079.1	1083887	1084387	129	31
BOOTSTRAP8	NZ_JH724079.1	1208134	1208641	144	40
BOOTSTRAP8	NZ_JH724079.1	1255341	1255841	49	15
BOOTSTRAP8	NZ_JH724079.1	1324954	1325454	148	48
BOOTSTRAP8	NZ_JH724079.1	1366425	1366925	149	36
BOOTSTRAP8	NZ_JH724079.1	1419141	1419641	136	33
BOOTSTRAP8	NZ_JH724079.1	1438935	1439436	29	29
BOOTSTRAP8	NZ_JH724079.1	1485553	1486053	114	38
BOOTSTRAP8	NZ_JH724079.1	1564741	1565241	98	27
BOOTSTRAP8	NZ_JH724079.1	1788568	1789068	135	33
BOOTSTRAP8	NZ_JH724079.1	1789069	1789569	37	28
BOOTSTRAP8	NZ_JH724079.1	1969285	1969785	111	32
BOOTSTRAP8	NZ_JH724079.1	1969786	1970286	13	11
BOOTSTRAP8	NZ_JH724079.1	1996344	1997344	123	32
BOOTSTRAP8	NZ_JH724079.1	2119697	2120197	141	34
BOOTSTRAP8	NZ_JH724079.1	2194529	2195029	124	31
BOOTSTRAP8	NZ_JH724079.1	2195030	2195530	19	16
BOOTSTRAP8	NZ_JH724079.1	2293742	2294242	104	28
BOOTSTRAP8	NZ_JH724079.1	2294252	2294752	18	16
BOOTSTRAP8	NZ_JH724079.1	2472749	2473249	149	34
BOOTSTRAP8	NZ_JH724079.1	2515591	2516091	157	38
BOOTSTRAP8	NZ_JH724079.1	2534325	2534825	150	37
BOOTSTRAP8	NZ_JH724079.1	2614934	2615434	145	36
BOOTSTRAP8	NZ_JH724079.1	2615441	2615941	25	21
BOOTSTRAP8	NZ_JH724079.1	2693424	2693924	111	32
BOOTSTRAP8	NZ_JH724079.1	2841183	2841683	125	33
BOOTSTRAP8	NZ_JH724079.1	2841691	2842191	15	15
BOOTSTRAP8	NZ_JH724079.1	2931085	2931585	136	35
BOOTSTRAP8	NZ_JH724079.1	3107435	3107935	157	52
BOOTSTRAP8	NZ_JH724079.1	3427333	3427833	119	32
BOOTSTRAP8	NZ_JH724079.1	3427841	3428341	13	12
BOOTSTRAP8	NZ_JH724079.1	3438829	3439329	151	42
BOOTSTRAP8	NZ_JH724079.1	3439330	3439830	31	28
BOOTSTRAP8	NZ_JH724079.1	3509756	3510256	139	36
BOOTSTRAP8	NZ_JH724079.1	3517283	3517783	15	7
BOOTSTRAP8	NZ_JH724079.1	3526515	3527015	174	44
BOOTSTRAP8	NZ_JH724079.1	3527018	3527518	18	18
BOOTSTRAP8	NZ_JH724079.1	3567889	3568389	138	36
BOOTSTRAP8	NZ_JH724079.1	3568396	3568896	26	20
BOOTSTRAP8	NZ_JH724079.1	3815529	3816029	159	38
BOOTSTRAP8	NZ_JH724079.1	3885703	3886203	125	39
BOOTSTRAP8	NZ_JH724079.1	3886206	3886706	40	27
BOOTSTRAP8	NZ_JH724079.1	3919515	3920015	97	29
BOOTSTRAP8	NZ_JH724080.1	93787	94287	149	34
BOOTSTRAP8	NZ_JH724080.1	210263	210763	40	36
BOOTSTRAP8	NZ_JH724080.1	234695	235195	23	18
BOOTSTRAP8	NZ_JH724080.1	295669	296169	22	19
BOOTSTRAP8	NZ_JH724080.1	390678	391178	30	23
BOOTSTRAP8	NZ_JH724081.1	23704	24204	124	36
BOOTSTRAP8	NZ_JH724081.1	209623	210123	132	33
BOOTSTRAP8	NZ_JH724081.1	330261	330761	126	27
BOOTSTRAP8	NZ_JH724081.1	429293	429793	133	37
BOOTSTRAP8	NZ_JH724082.1	26669	27169	160	46
BOOTSTRAP8	NZ_JH724082.1	34639	35139	17	17
BOOTSTRAP9	NZ_JH724079.1	117412	118412	143	36
BOOTSTRAP9	NZ_JH724079.1	130533	131446	150	40
BOOTSTRAP9	NZ_JH724079.1	435160	435660	8	8
BOOTSTRAP9	NZ_JH724079.1	491036	491975	141	39
BOOTSTRAP9	NZ_JH724079.1	935817	936317	130	41
BOOTSTRAP9	NZ_JH724079.1	1083887	1084387	133	31
BOOTSTRAP9	NZ_JH724079.1	1208134	1208641	128	29
BOOTSTRAP9	NZ_JH724079.1	1255341	1255841	59	14
BOOTSTRAP9	NZ_JH724079.1	1324954	1325454	122	31
BOOTSTRAP9	NZ_JH724079.1	1366425	1366925	144	30
BOOTSTRAP9	NZ_JH724079.1	1419141	1419641	130	30
BOOTSTRAP9	NZ_JH724079.1	1438935	1439436	31	31
BOOTSTRAP9	NZ_JH724079.1	1485553	1486053	140	44
BOOTSTRAP9	NZ_JH724079.1	1564741	1565241	135	29
BOOTSTRAP9	NZ_JH724079.1	1788568	1789068	134	33
BOOTSTRAP9	NZ_JH724079.1	1789069	1789569	33	27
BOOTSTRAP9	NZ_JH724079.1	1969285	1969785	138	40
BOOTSTRAP9	NZ_JH724079.1	1969786	1970286	25	24
BOOTSTRAP9	NZ_JH724079.1	1996344	1997344	124	27
BOOTSTRAP9	NZ_JH724079.1	2119697	2120197	149	38
BOOTSTRAP9	NZ_JH724079.1	2194529	2195029	147	42
BOOTSTRAP9	NZ_JH724079.1	2195030	2195530	19	16
BOOTSTRAP9	NZ_JH724079.1	2293742	2294242	123	31
BOOTSTRAP9	NZ_JH724079.1	2294252	2294752	23	18
BOOTSTRAP9	NZ_JH724079.1	2472749	2473249	163	36
BOOTSTRAP9	NZ_JH724079.1	2515591	2516091	152	41
BOOTSTRAP9	NZ_JH724079.1	2534325	2534825	146	35
BOOTSTRAP9	NZ_JH724079.1	2614934	2615434	117	31
BOOTSTRAP9	NZ_JH724079.1	2615441	2615941	21	17
BOOTSTRAP9	NZ_JH724079.1	2693424	2693924	115	32
BOOTSTRAP9	NZ_JH724079.1	2841183	2841683	149	38
BOOTSTRAP9	NZ_JH724079.1	2841691	2842191	14	14
BOOTSTRAP9	NZ_JH724079.1	2931085	2931585	114	29
BOOTSTRAP9	NZ_JH724079.1	3107435	3107935	129	33
BOOTSTRAP9	NZ_JH724079.1	3427333	3427833	127	37
BOOTSTRAP9	NZ_JH724079.1	3427841	3428341	11	11
BOOTSTRAP9	NZ_JH724079.1	3438829	3439329	135	41
BOOTSTRAP9	NZ_JH724079.1	3439330	3439830	35	29
BOOTSTRAP9	NZ_JH724079.1	3509756	3510256	147	39
BOOTSTRAP9	NZ_JH724079.1	3517283	3517783	12	6
BOOTSTRAP9	NZ_JH724079.1	3526515	3527015	183	37
BOOTSTRAP9	NZ_JH724079.1	3527018	3527518	28	28
BOOTSTRAP9	NZ_JH724079.1	3567889	3568389	156	35
BOOTSTRAP9	NZ_JH724079.1	3568396	3568896	28	20
BOOTSTRAP9	NZ_JH724079.1	3815529	3816029	136	31
BOOTSTRAP9	NZ_JH724079.1	3885703	3886203	140	40
BOOTSTRAP9	NZ_JH724079.1	3886206	3886706	27	18
BOOTSTRAP9	NZ_JH724079.1	3919515	3920015	131	36
BOOTSTRAP9	NZ_JH724080.1	93787	94287	147	34
BOOTSTRAP9	NZ_JH724080.1	210263	210763	38	35
BOOTSTRAP9	NZ_JH724080.1	234695	235195	17	14
BOOTSTRAP9	NZ_JH724080.1	295669	296169	24	24
BOOTSTRAP9	NZ_JH724080.1	390678	391178	20	15
BOOTSTRAP9	NZ_JH724081.1	23704	24204	136	36
BOOTSTRAP9	NZ_JH724081.1	209623	210123	120	27
BOOTSTRAP9	NZ_JH724081.1	330261	330761	137	31
BOOTSTRAP9	NZ_JH724081.1	429293	429793	103	26
BOOTSTRAP9	NZ_JH724082.1	26669	27169	175	45
BOOTSTRAP9	NZ_JH724082.1	34639	35139	15	15
BOOTSTRAP10	NZ_JH724079.1	117412	118412	125	31
BOOTSTRAP10	NZ_JH724079.1	130533	131446	148	33
BOOTSTRAP10	NZ_JH724079.1	435160	435660	7	5
BOOTSTRAP10	NZ_JH724079.1	491036	491975	120	28
BOOTSTRAP10	NZ_JH724079.1	935817	936317	129	35
BOOTSTRAP10	NZ_JH724079.1	1083887	1084387	150	36
BOOTSTRAP10	NZ_JH724079.1	1208134	1208641	155	45
BOOTSTRAP10	NZ_JH724079.1	1255341	1255841	54	15
BOOTSTRAP10	NZ_JH724079.1	1324954	1325454	115	29
BOOTSTRAP10	NZ_JH724079.1	1366425	1366925	145	33
BOOTSTRAP10	NZ_JH724079.1	1419141	1419641	150	37
BOOTSTRAP10	NZ_JH724079.1	1438935	1439436	31	30
BOOTSTRAP10	NZ_JH724079.1	1485553	1486053	127	39
BOOTSTRAP10	NZ_JH724079.1	1564741	1565241	112	29
BOOTSTRAP10	NZ_JH724079.1	1788568	1789068	106	29
BOOTSTRAP10	NZ_JH724079.1	1789069	1789569	43	29
BOOTSTRAP10	NZ_JH724079.1	1969285	1969785	106	28
BOOTSTRAP10	NZ_JH724079.1	1969786	1970286	21	19
BOOTSTRAP10	NZ_JH724079.1	1996344	1997344	137	29
BOOTSTRAP10	NZ_JH724079.1	2119697	2120197	94	24
BOOTSTRAP10	NZ_JH724079.1	2194529	2195029	132	39
BOOTSTRAP10	NZ_JH724079.1	2195030	2195530	22	17
BOOTSTRAP10	NZ_JH724079.1	2293742	2294242	131	35
BOOTSTRAP10	NZ_JH724079.1	2294252	2294752	23	17
BOOTSTRAP10	NZ_JH724079.1	2472749	2473249	135	33
BOOTSTRAP10	NZ_JH724079.1	2515591	2516091	144	33
BOOTSTRAP10	NZ_JH724079.1	2534325	2534825	144	30
BOOTSTRAP10	NZ_JH724079.1	2614934	2615434	136	38
BOOTSTRAP10	NZ_JH724079.1	2615441	2615941	31	25
BOOTSTRAP10	NZ_JH724079.1	2693424	2693924	145	46
BOOTSTRAP10	NZ_JH724079.1	2841183	2841683	142	40
BOOTSTRAP10	NZ_JH724079.1	2841691	2842191	16	16
BOOTSTRAP10	NZ_JH724079.1	2931085	2931585	146	41
BOOTSTRAP10	NZ_JH724079.1	3107435	3107935	130	33
BOOTSTRAP10	NZ_JH724079.1	3427333	3427833	145	38
BOOTSTRAP10	NZ_JH724079.1	3427841	3428341	19	17
BOOTSTRAP10	NZ_JH724079.1	3438829	3439329	147	36
BOOTSTRAP10	NZ_JH724079.1	3439330	3439830	37	34
BOOTSTRAP10	NZ_JH724079.1	3509756	3510256	144	35
BOOTSTRAP10	NZ_JH724079.1	3517283	3517783	9	7
BOOTSTRAP10	NZ_JH724079.1	3526515	3527015	168	40
BOOTSTRAP10	NZ_JH724079.1	3527018	3527518	15	15
BOOTSTRAP10	NZ_JH724079.1	3567889	3568389	152	34
BOOTSTRAP10	NZ_JH724079.1	3568396	3568896	34	30
BOOTSTRAP10	NZ_JH724079.1	3815529	3816029	153	34
BOOTSTRAP10	NZ_JH724079.1	3885703	3886203	123	44
BOOTSTRAP10	NZ_JH724079.1	3886206	3886706	40	26
BOOTSTRAP10	NZ_JH724079.1	3919515	3920015	117	29
BOOTSTRAP10	NZ_JH724080.1	93787	94287	158	38
BOOTSTRAP10	NZ_JH724080.1	210263	210763	34	32
BOOTSTRAP10	NZ_JH724080.1	234695	235195	26	25
BOOTSTRAP10	NZ_JH724080.1	295669	296169	27	22
BOOTSTRAP10	NZ_JH724080.1	390678	391178	24	20
BOOTSTRAP10	NZ_JH724081.1	23704	24204	119	36
BOOTSTRAP10	NZ_JH724081.1	209623	210123	131	32
BOOTSTRAP10	NZ_JH724081.1	330261	330761	147	34
BOOTSTRAP10	NZ_JH724081.1	429293	429793	121	35
BOOTSTRAP10	NZ_JH724082.1	26669	27169	147	37
BOOTSTRAP10	NZ_JH724082.1	34639	35139	11	11
