Sampling	Contig	PeakStart	PeakEnd	ReadCount	ReadDepth
BOOTSTRAP7	NZ_JH724079.1	1255341	1255841	86	25
BOOTSTRAP7	NZ_JH724079.1	1324954	1325454	254	66
BOOTSTRAP7	NZ_JH724079.1	1366425	1366925	298	74
BOOTSTRAP7	NZ_JH724079.1	1419141	1419641	297	64
BOOTSTRAP7	NZ_JH724079.1	1438935	1439436	77	77
BOOTSTRAP7	NZ_JH724079.1	1485553	1486053	267	72
BOOTSTRAP7	NZ_JH724079.1	1564741	1565241	259	59
BOOTSTRAP7	NZ_JH724079.1	1788568	1789068	287	72
BOOTSTRAP7	NZ_JH724079.1	1789069	1789569	62	45
BOOTSTRAP7	NZ_JH724079.1	1969285	1969785	243	66
BOOTSTRAP7	NZ_JH724079.1	1969786	1970286	47	40
BOOTSTRAP7	NZ_JH724079.1	1996344	1997344	230	56
BOOTSTRAP7	NZ_JH724079.1	2119697	2120197	141	38
BOOTSTRAP7	NZ_JH724079.1	2194529	2195029	138	34
BOOTSTRAP7	NZ_JH724079.1	2195030	2195530	23	21
BOOTSTRAP7	NZ_JH724079.1	2293742	2294242	117	34
BOOTSTRAP7	NZ_JH724079.1	2294252	2294752	27	18
BOOTSTRAP7	NZ_JH724079.1	2472749	2473249	148	34
BOOTSTRAP7	NZ_JH724079.1	2515591	2516091	144	35
BOOTSTRAP7	NZ_JH724079.1	2534325	2534825	142	30
BOOTSTRAP7	NZ_JH724079.1	2614934	2615434	145	43
BOOTSTRAP7	NZ_JH724079.1	2615441	2615941	19	18
BOOTSTRAP7	NZ_JH724079.1	2693424	2693924	135	34
BOOTSTRAP7	NZ_JH724079.1	2841183	2841683	143	36
BOOTSTRAP7	NZ_JH724079.1	2841691	2842191	10	10
BOOTSTRAP7	NZ_JH724079.1	2931085	2931585	126	31
BOOTSTRAP7	NZ_JH724079.1	3107435	3107935	133	32
BOOTSTRAP7	NZ_JH724079.1	3427333	3427833	123	36
BOOTSTRAP7	NZ_JH724079.1	3427841	3428341	21	20
BOOTSTRAP7	NZ_JH724079.1	3438829	3439329	130	29
BOOTSTRAP7	NZ_JH724079.1	3439330	3439830	26	22
BOOTSTRAP7	NZ_JH724079.1	3509756	3510256	145	41
BOOTSTRAP7	NZ_JH724079.1	3517283	3517783	13	6
BOOTSTRAP7	NZ_JH724079.1	3526515	3527015	171	46
BOOTSTRAP7	NZ_JH724079.1	3527018	3527518	23	23
BOOTSTRAP7	NZ_JH724079.1	3567889	3568389	159	43
BOOTSTRAP7	NZ_JH724079.1	3568396	3568896	39	35
BOOTSTRAP7	NZ_JH724079.1	3815529	3816029	148	36
BOOTSTRAP7	NZ_JH724079.1	3885703	3886203	124	40
BOOTSTRAP7	NZ_JH724079.1	3886206	3886706	23	19
BOOTSTRAP7	NZ_JH724079.1	3919515	3920015	123	29
BOOTSTRAP7	NZ_JH724080.1	93787	94287	141	34
BOOTSTRAP7	NZ_JH724080.1	210263	210763	35	32
BOOTSTRAP7	NZ_JH724080.1	234695	235195	21	17
BOOTSTRAP7	NZ_JH724080.1	295669	296169	19	19
BOOTSTRAP7	NZ_JH724080.1	390678	391178	29	22
BOOTSTRAP7	NZ_JH724081.1	23704	24204	105	27
BOOTSTRAP7	NZ_JH724081.1	209623	210123	127	36
BOOTSTRAP7	NZ_JH724081.1	330261	330761	152	33
BOOTSTRAP7	NZ_JH724081.1	429293	429793	131	32
BOOTSTRAP7	NZ_JH724082.1	26669	27169	158	45
BOOTSTRAP7	NZ_JH724082.1	34639	35139	18	18
BOOTSTRAP8	NZ_JH724079.1	117412	118412	248	56
BOOTSTRAP8	NZ_JH724079.1	130533	131446	290	75
BOOTSTRAP8	NZ_JH724079.1	435160	435660	10	9
BOOTSTRAP8	NZ_JH724079.1	491036	491975	285	70
BOOTSTRAP8	NZ_JH724079.1	935817	936317	252	66
BOOTSTRAP8	NZ_JH724079.1	1083887	1084387	235	56
BOOTSTRAP8	NZ_JH724079.1	1208134	1208641	274	75
BOOTSTRAP8	NZ_JH724079.1	1255341	1255841	99	25
BOOTSTRAP8	NZ_JH724079.1	1324954	1325454	226	50
BOOTSTRAP8	NZ_JH724079.1	1366425	1366925	300	69
BOOTSTRAP8	NZ_JH724079.1	1419141	1419641	316	73
BOOTSTRAP8	NZ_JH724079.1	1438935	1439436	66	62
BOOTSTRAP8	NZ_JH724079.1	1485553	1486053	254	66
BOOTSTRAP8	NZ_JH724079.1	1564741	1565241	234	48
BOOTSTRAP8	NZ_JH724079.1	1788568	1789068	259	61
BOOTSTRAP8	NZ_JH724079.1	1789069	1789569	57	47
BOOTSTRAP8	NZ_JH724079.1	1969285	1969785	276	75
BOOTSTRAP8	NZ_JH724079.1	1969786	1970286	46	40
BOOTSTRAP8	NZ_JH724079.1	1996344	1997344	246	58
BOOTSTRAP8	NZ_JH724079.1	2119697	2120197	130	37
BOOTSTRAP8	NZ_JH724079.1	2194529	2195029	113	28
BOOTSTRAP8	NZ_JH724079.1	2195030	2195530	17	13
BOOTSTRAP8	NZ_JH724079.1	2293742	2294242	121	36
BOOTSTRAP8	NZ_JH724079.1	2294252	2294752	12	9
BOOTSTRAP8	NZ_JH724079.1	2472749	2473249	161	43
BOOTSTRAP8	NZ_JH724079.1	2515591	2516091	142	37
BOOTSTRAP8	NZ_JH724079.1	2534325	2534825	161	44
BOOTSTRAP8	NZ_JH724079.1	2614934	2615434	129	38
BOOTSTRAP8	NZ_JH724079.1	2615441	2615941	21	19
BOOTSTRAP8	NZ_JH724079.1	2693424	2693924	138	39
BOOTSTRAP8	NZ_JH724079.1	2841183	2841683	142	41
BOOTSTRAP8	NZ_JH724079.1	2841691	2842191	13	13
BOOTSTRAP8	NZ_JH724079.1	2931085	2931585	153	36
BOOTSTRAP8	NZ_JH724079.1	3107435	3107935	145	37
BOOTSTRAP8	NZ_JH724079.1	3427333	3427833	129	30
BOOTSTRAP8	NZ_JH724079.1	3427841	3428341	13	13
BOOTSTRAP8	NZ_JH724079.1	3438829	3439329	152	39
BOOTSTRAP8	NZ_JH724079.1	3439330	3439830	31	28
BOOTSTRAP8	NZ_JH724079.1	3509756	3510256	150	38
BOOTSTRAP8	NZ_JH724079.1	3517283	3517783	13	7
BOOTSTRAP8	NZ_JH724079.1	3526515	3527015	175	46
BOOTSTRAP8	NZ_JH724079.1	3527018	3527518	17	17
BOOTSTRAP8	NZ_JH724079.1	3567889	3568389	151	43
BOOTSTRAP8	NZ_JH724079.1	3568396	3568896	45	41
BOOTSTRAP8	NZ_JH724079.1	3815529	3816029	153	35
BOOTSTRAP8	NZ_JH724079.1	3885703	3886203	146	44
BOOTSTRAP8	NZ_JH724079.1	3886206	3886706	44	33
BOOTSTRAP8	NZ_JH724079.1	3919515	3920015	97	27
BOOTSTRAP8	NZ_JH724080.1	93787	94287	141	35
BOOTSTRAP8	NZ_JH724080.1	210263	210763	32	28
BOOTSTRAP8	NZ_JH724080.1	234695	235195	15	13
BOOTSTRAP8	NZ_JH724080.1	295669	296169	24	17
BOOTSTRAP8	NZ_JH724080.1	390678	391178	30	24
BOOTSTRAP8	NZ_JH724081.1	23704	24204	114	29
BOOTSTRAP8	NZ_JH724081.1	209623	210123	130	39
BOOTSTRAP8	NZ_JH724081.1	330261	330761	139	29
BOOTSTRAP8	NZ_JH724081.1	429293	429793	111	31
BOOTSTRAP8	NZ_JH724082.1	26669	27169	139	41
BOOTSTRAP8	NZ_JH724082.1	34639	35139	13	13
BOOTSTRAP9	NZ_JH724079.1	117412	118412	275	56
BOOTSTRAP9	NZ_JH724079.1	130533	131446	276	60
BOOTSTRAP9	NZ_JH724079.1	435160	435660	15	13
BOOTSTRAP9	NZ_JH724079.1	491036	491975	291	61
BOOTSTRAP9	NZ_JH724079.1	935817	936317	251	63
BOOTSTRAP9	NZ_JH724079.1	1083887	1084387	248	63
BOOTSTRAP9	NZ_JH724079.1	1208134	1208641	291	76
BOOTSTRAP9	NZ_JH724079.1	1255341	1255841	86	28
BOOTSTRAP9	NZ_JH724079.1	1324954	1325454	286	75
BOOTSTRAP9	NZ_JH724079.1	1366425	1366925	276	64
BOOTSTRAP9	NZ_JH724079.1	1419141	1419641	280	63
BOOTSTRAP9	NZ_JH724079.1	1438935	1439436	59	55
BOOTSTRAP9	NZ_JH724079.1	1485553	1486053	248	72
BOOTSTRAP9	NZ_JH724079.1	1564741	1565241	232	53
BOOTSTRAP9	NZ_JH724079.1	1788568	1789068	289	68
BOOTSTRAP9	NZ_JH724079.1	1789069	1789569	74	58
BOOTSTRAP9	NZ_JH724079.1	1969285	1969785	269	78
BOOTSTRAP9	NZ_JH724079.1	1969786	1970286	42	39
BOOTSTRAP9	NZ_JH724079.1	1996344	1997344	237	63
BOOTSTRAP9	NZ_JH724079.1	2119697	2120197	131	32
BOOTSTRAP9	NZ_JH724079.1	2194529	2195029	125	40
BOOTSTRAP9	NZ_JH724079.1	2195030	2195530	17	15
BOOTSTRAP9	NZ_JH724079.1	2293742	2294242	115	32
BOOTSTRAP9	NZ_JH724079.1	2294252	2294752	18	14
BOOTSTRAP9	NZ_JH724079.1	2472749	2473249	161	32
BOOTSTRAP9	NZ_JH724079.1	2515591	2516091	152	48
BOOTSTRAP9	NZ_JH724079.1	2534325	2534825	149	34
BOOTSTRAP9	NZ_JH724079.1	2614934	2615434	148	35
BOOTSTRAP9	NZ_JH724079.1	2615441	2615941	17	15
BOOTSTRAP9	NZ_JH724079.1	2693424	2693924	146	40
BOOTSTRAP9	NZ_JH724079.1	2841183	2841683	160	42
BOOTSTRAP9	NZ_JH724079.1	2841691	2842191	14	14
BOOTSTRAP9	NZ_JH724079.1	2931085	2931585	151	40
BOOTSTRAP9	NZ_JH724079.1	3107435	3107935	129	35
BOOTSTRAP9	NZ_JH724079.1	3427333	3427833	125	29
BOOTSTRAP9	NZ_JH724079.1	3427841	3428341	16	15
BOOTSTRAP9	NZ_JH724079.1	3438829	3439329	120	35
BOOTSTRAP9	NZ_JH724079.1	3439330	3439830	22	20
BOOTSTRAP9	NZ_JH724079.1	3509756	3510256	163	48
BOOTSTRAP9	NZ_JH724079.1	3517283	3517783	10	4
BOOTSTRAP9	NZ_JH724079.1	3526515	3527015	165	38
BOOTSTRAP9	NZ_JH724079.1	3527018	3527518	8	8
BOOTSTRAP9	NZ_JH724079.1	3567889	3568389	139	35
BOOTSTRAP9	NZ_JH724079.1	3568396	3568896	38	30
BOOTSTRAP9	NZ_JH724079.1	3815529	3816029	155	36
BOOTSTRAP9	NZ_JH724079.1	3885703	3886203	110	37
BOOTSTRAP9	NZ_JH724079.1	3886206	3886706	45	33
BOOTSTRAP9	NZ_JH724079.1	3919515	3920015	116	31
BOOTSTRAP9	NZ_JH724080.1	93787	94287	148	37
BOOTSTRAP9	NZ_JH724080.1	210263	210763	32	28
BOOTSTRAP9	NZ_JH724080.1	234695	235195	22	19
BOOTSTRAP9	NZ_JH724080.1	295669	296169	18	15
BOOTSTRAP9	NZ_JH724080.1	390678	391178	30	24
BOOTSTRAP9	NZ_JH724081.1	23704	24204	114	35
BOOTSTRAP9	NZ_JH724081.1	209623	210123	123	30
BOOTSTRAP9	NZ_JH724081.1	330261	330761	131	35
BOOTSTRAP9	NZ_JH724081.1	429293	429793	105	28
BOOTSTRAP9	NZ_JH724082.1	26669	27169	167	44
BOOTSTRAP9	NZ_JH724082.1	34639	35139	16	16
BOOTSTRAP10	NZ_JH724079.1	117412	118412	259	58
BOOTSTRAP10	NZ_JH724079.1	130533	131446	286	71
BOOTSTRAP10	NZ_JH724079.1	435160	435660	16	13
BOOTSTRAP10	NZ_JH724079.1	491036	491975	254	59
BOOTSTRAP10	NZ_JH724079.1	935817	936317	255	59
BOOTSTRAP10	NZ_JH724079.1	1083887	1084387	291	65
BOOTSTRAP10	NZ_JH724079.1	1208134	1208641	268	62
BOOTSTRAP10	NZ_JH724079.1	1255341	1255841	91	27
BOOTSTRAP10	NZ_JH724079.1	1324954	1325454	230	54
BOOTSTRAP10	NZ_JH724079.1	1366425	1366925	287	71
BOOTSTRAP10	NZ_JH724079.1	1419141	1419641	270	61
BOOTSTRAP10	NZ_JH724079.1	1438935	1439436	50	47
BOOTSTRAP10	NZ_JH724079.1	1485553	1486053	264	72
BOOTSTRAP10	NZ_JH724079.1	1564741	1565241	242	54
BOOTSTRAP10	NZ_JH724079.1	1788568	1789068	289	72
BOOTSTRAP10	NZ_JH724079.1	1789069	1789569	61	43
BOOTSTRAP10	NZ_JH724079.1	1969285	1969785	277	71
BOOTSTRAP10	NZ_JH724079.1	1969786	1970286	51	49
BOOTSTRAP10	NZ_JH724079.1	1996344	1997344	258	59
BOOTSTRAP10	NZ_JH724079.1	2119697	2120197	120	27
BOOTSTRAP10	NZ_JH724079.1	2194529	2195029	122	38
BOOTSTRAP10	NZ_JH724079.1	2195030	2195530	17	14
BOOTSTRAP10	NZ_JH724079.1	2293742	2294242	96	26
BOOTSTRAP10	NZ_JH724079.1	2294252	2294752	16	12
BOOTSTRAP10	NZ_JH724079.1	2472749	2473249	150	34
BOOTSTRAP10	NZ_JH724079.1	2515591	2516091	145	42
BOOTSTRAP10	NZ_JH724079.1	2534325	2534825	133	35
BOOTSTRAP10	NZ_JH724079.1	2614934	2615434	140	32
BOOTSTRAP10	NZ_JH724079.1	2615441	2615941	33	29
BOOTSTRAP10	NZ_JH724079.1	2693424	2693924	142	39
BOOTSTRAP10	NZ_JH724079.1	2841183	2841683	142	34
BOOTSTRAP10	NZ_JH724079.1	2841691	2842191	13	13
BOOTSTRAP10	NZ_JH724079.1	2931085	2931585	133	34
BOOTSTRAP10	NZ_JH724079.1	3107435	3107935	118	26
BOOTSTRAP10	NZ_JH724079.1	3427333	3427833	121	36
BOOTSTRAP10	NZ_JH724079.1	3427841	3428341	9	9
BOOTSTRAP10	NZ_JH724079.1	3438829	3439329	131	37
BOOTSTRAP10	NZ_JH724079.1	3439330	3439830	37	35
BOOTSTRAP10	NZ_JH724079.1	3509756	3510256	142	37
BOOTSTRAP10	NZ_JH724079.1	3517283	3517783	17	6
BOOTSTRAP10	NZ_JH724079.1	3526515	3527015	162	37
BOOTSTRAP10	NZ_JH724079.1	3527018	3527518	17	17
BOOTSTRAP10	NZ_JH724079.1	3567889	3568389	130	31
BOOTSTRAP10	NZ_JH724079.1	3568396	3568896	40	36
BOOTSTRAP10	NZ_JH724079.1	3815529	3816029	158	35
BOOTSTRAP10	NZ_JH724079.1	3885703	3886203	135	44
BOOTSTRAP10	NZ_JH724079.1	3886206	3886706	39	26
BOOTSTRAP10	NZ_JH724079.1	3919515	3920015	116	31
BOOTSTRAP10	NZ_JH724080.1	93787	94287	173	45
BOOTSTRAP10	NZ_JH724080.1	210263	210763	32	29
BOOTSTRAP10	NZ_JH724080.1	234695	235195	25	19
BOOTSTRAP10	NZ_JH724080.1	295669	296169	15	11
BOOTSTRAP10	NZ_JH724080.1	390678	391178	23	17
BOOTSTRAP10	NZ_JH724081.1	23704	24204	130	35
BOOTSTRAP10	NZ_JH724081.1	209623	210123	144	30
BOOTSTRAP10	NZ_JH724081.1	330261	330761	152	34
BOOTSTRAP10	NZ_JH724081.1	429293	429793	123	30
BOOTSTRAP10	NZ_JH724082.1	26669	27169	152	36
BOOTSTRAP10	NZ_JH724082.1	34639	35139	17	17
