Sampling	Contig	PeakStart	PeakEnd	ReadCount	ReadDepth
BOOTSTRAP4	NZ_JH724081.1	485886	486620	7	4
BOOTSTRAP4	NZ_JH724081.1	504763	505497	7	5
BOOTSTRAP4	NZ_JH724081.1	508475	509019	0	0
BOOTSTRAP4	NZ_JH724082.1	6999	7543	0	0
BOOTSTRAP4	NZ_JH724082.1	9923	10467	0	0
BOOTSTRAP4	NZ_JH724082.1	15792	16526	15	14
BOOTSTRAP4	NZ_JH724082.1	197654	198198	0	0
BOOTSTRAP4	NZ_JH724082.1	211583	212317	21	13
BOOTSTRAP5	NZ_JH724079.1	67578	68312	8	8
BOOTSTRAP5	NZ_JH724079.1	274534	275268	18	9
BOOTSTRAP5	NZ_JH724079.1	524767	525501	28	13
BOOTSTRAP5	NZ_JH724079.1	552265	552999	253	89
BOOTSTRAP5	NZ_JH724079.1	598995	599729	393	95
BOOTSTRAP5	NZ_JH724079.1	647503	648237	12	11
BOOTSTRAP5	NZ_JH724079.1	657177	657911	1500	1301
BOOTSTRAP5	NZ_JH724079.1	787220	787954	21	19
BOOTSTRAP5	NZ_JH724079.1	794357	795091	406	85
BOOTSTRAP5	NZ_JH724079.1	824145	824879	5	5
BOOTSTRAP5	NZ_JH724079.1	868394	869128	382	70
BOOTSTRAP5	NZ_JH724079.1	914721	915455	15	14
BOOTSTRAP5	NZ_JH724079.1	1069096	1069830	197	47
BOOTSTRAP5	NZ_JH724079.1	1144079	1144813	31	17
BOOTSTRAP5	NZ_JH724079.1	1280280	1281014	6	6
BOOTSTRAP5	NZ_JH724079.1	1432260	1432994	72	30
BOOTSTRAP5	NZ_JH724079.1	1519955	1520689	21	14
BOOTSTRAP5	NZ_JH724079.1	1591290	1591834	1	1
BOOTSTRAP5	NZ_JH724079.1	1654364	1655098	10	8
BOOTSTRAP5	NZ_JH724079.1	1706122	1706856	20	10
BOOTSTRAP5	NZ_JH724079.1	1760420	1761531	131	59
BOOTSTRAP5	NZ_JH724079.1	1774169	1774903	127	29
BOOTSTRAP5	NZ_JH724079.1	1900536	1901270	20	10
BOOTSTRAP5	NZ_JH724079.1	1953115	1953849	28	12
BOOTSTRAP5	NZ_JH724079.1	2193257	2193991	9	8
BOOTSTRAP5	NZ_JH724079.1	2201194	2201928	10	5
BOOTSTRAP5	NZ_JH724079.1	2426945	2427679	54	12
BOOTSTRAP5	NZ_JH724079.1	2450764	2451498	6	3
BOOTSTRAP5	NZ_JH724079.1	2522236	2522970	50	15
BOOTSTRAP5	NZ_JH724079.1	2612400	2613134	28	10
BOOTSTRAP5	NZ_JH724079.1	2671944	2672678	10	8
BOOTSTRAP5	NZ_JH724079.1	2672739	2673283	90	22
BOOTSTRAP5	NZ_JH724079.1	2777994	2778819	124	78
BOOTSTRAP5	NZ_JH724079.1	2800643	2802111	410	71
BOOTSTRAP5	NZ_JH724079.1	2810204	2810748	0	0
BOOTSTRAP5	NZ_JH724079.1	2814259	2814993	34	15
BOOTSTRAP5	NZ_JH724079.1	2845458	2846192	9	7
BOOTSTRAP5	NZ_JH724079.1	2914172	2914906	112	35
BOOTSTRAP5	NZ_JH724079.1	2965860	2966594	32	14
BOOTSTRAP5	NZ_JH724079.1	3009281	3009825	7	2
BOOTSTRAP5	NZ_JH724079.1	3189492	3190226	53	18
BOOTSTRAP5	NZ_JH724079.1	3192465	3193199	9	7
BOOTSTRAP5	NZ_JH724079.1	3229626	3230170	7	3
BOOTSTRAP5	NZ_JH724079.1	3243529	3244263	182	58
BOOTSTRAP5	NZ_JH724079.1	3264057	3264791	14	7
BOOTSTRAP5	NZ_JH724079.1	3370840	3371894	465	100
BOOTSTRAP5	NZ_JH724079.1	3423299	3424033	51	16
BOOTSTRAP5	NZ_JH724079.1	3585192	3585926	16	6
BOOTSTRAP5	NZ_JH724079.1	3624887	3625621	31	18
BOOTSTRAP5	NZ_JH724079.1	3689041	3689775	5	5
BOOTSTRAP5	NZ_JH724079.1	3690787	3691331	0	0
BOOTSTRAP5	NZ_JH724079.1	3763406	3764140	43	25
BOOTSTRAP5	NZ_JH724079.1	3813584	3814318	4	3
BOOTSTRAP5	NZ_JH724079.1	3982480	3983214	42	34
BOOTSTRAP5	NZ_JH724079.1	4000331	4000875	4	3
BOOTSTRAP5	NZ_JH724080.1	96489	97542	250	90
BOOTSTRAP5	NZ_JH724080.1	133931	134665	21	17
BOOTSTRAP5	NZ_JH724080.1	196609	197153	1	1
BOOTSTRAP5	NZ_JH724080.1	198643	199377	6	2
BOOTSTRAP5	NZ_JH724080.1	218104	218838	24	9
BOOTSTRAP5	NZ_JH724080.1	247177	247911	26	18
BOOTSTRAP5	NZ_JH724080.1	259942	260486	13	13
BOOTSTRAP5	NZ_JH724080.1	290857	291591	2	1
BOOTSTRAP5	NZ_JH724080.1	334280	335014	57	12
BOOTSTRAP5	NZ_JH724080.1	410206	410940	10	7
BOOTSTRAP5	NZ_JH724080.1	424217	424761	0	0
BOOTSTRAP5	NZ_JH724080.1	465144	465878	17	13
BOOTSTRAP5	NZ_JH724080.1	576042	576776	7	7
BOOTSTRAP5	NZ_JH724080.1	583726	584270	8	5
BOOTSTRAP5	NZ_JH724081.1	65913	66647	6	3
BOOTSTRAP5	NZ_JH724081.1	128351	129085	6	6
BOOTSTRAP5	NZ_JH724081.1	161231	161965	9	9
BOOTSTRAP5	NZ_JH724081.1	196336	196880	0	0
BOOTSTRAP5	NZ_JH724081.1	308654	309388	4	4
BOOTSTRAP5	NZ_JH724081.1	333049	333783	22	16
BOOTSTRAP5	NZ_JH724081.1	346334	347068	9	8
BOOTSTRAP5	NZ_JH724081.1	360493	361227	6	6
BOOTSTRAP5	NZ_JH724081.1	361828	362372	5	2
BOOTSTRAP5	NZ_JH724081.1	409540	410274	7	6
BOOTSTRAP5	NZ_JH724081.1	485886	486620	3	1
BOOTSTRAP5	NZ_JH724081.1	504763	505497	5	3
BOOTSTRAP5	NZ_JH724081.1	508475	509019	0	0
BOOTSTRAP5	NZ_JH724082.1	6999	7543	0	0
BOOTSTRAP5	NZ_JH724082.1	9923	10467	0	0
BOOTSTRAP5	NZ_JH724082.1	15792	16526	12	10
BOOTSTRAP5	NZ_JH724082.1	197654	198198	0	0
BOOTSTRAP5	NZ_JH724082.1	211583	212317	17	8
BOOTSTRAP6	NZ_JH724079.1	67578	68312	11	10
BOOTSTRAP6	NZ_JH724079.1	274534	275268	23	10
BOOTSTRAP6	NZ_JH724079.1	524767	525501	27	16
BOOTSTRAP6	NZ_JH724079.1	552265	552999	241	86
BOOTSTRAP6	NZ_JH724079.1	598995	599729	385	92
BOOTSTRAP6	NZ_JH724079.1	647503	648237	18	15
BOOTSTRAP6	NZ_JH724079.1	657177	657911	1453	1261
BOOTSTRAP6	NZ_JH724079.1	787220	787954	23	15
BOOTSTRAP6	NZ_JH724079.1	794357	795091	345	80
BOOTSTRAP6	NZ_JH724079.1	824145	824879	7	5
BOOTSTRAP6	NZ_JH724079.1	868394	869128	385	76
BOOTSTRAP6	NZ_JH724079.1	914721	915455	14	13
BOOTSTRAP6	NZ_JH724079.1	1069096	1069830	215	56
BOOTSTRAP6	NZ_JH724079.1	1144079	1144813	39	20
BOOTSTRAP6	NZ_JH724079.1	1280280	1281014	9	9
BOOTSTRAP6	NZ_JH724079.1	1432260	1432994	65	22
BOOTSTRAP6	NZ_JH724079.1	1519955	1520689	26	14
BOOTSTRAP6	NZ_JH724079.1	1591290	1591834	1	1
BOOTSTRAP6	NZ_JH724079.1	1654364	1655098	6	5
BOOTSTRAP6	NZ_JH724079.1	1706122	1706856	8	4
BOOTSTRAP6	NZ_JH724079.1	1760420	1761531	149	59
BOOTSTRAP6	NZ_JH724079.1	1774169	1774903	115	28
BOOTSTRAP6	NZ_JH724079.1	1900536	1901270	22	10
BOOTSTRAP6	NZ_JH724079.1	1953115	1953849	19	9
BOOTSTRAP6	NZ_JH724079.1	2193257	2193991	8	7
BOOTSTRAP6	NZ_JH724079.1	2201194	2201928	4	2
BOOTSTRAP6	NZ_JH724079.1	2426945	2427679	80	22
BOOTSTRAP6	NZ_JH724079.1	2450764	2451498	15	9
BOOTSTRAP6	NZ_JH724079.1	2522236	2522970	46	12
BOOTSTRAP6	NZ_JH724079.1	2612400	2613134	28	9
BOOTSTRAP6	NZ_JH724079.1	2671944	2672678	7	5
BOOTSTRAP6	NZ_JH724079.1	2672739	2673283	96	28
BOOTSTRAP6	NZ_JH724079.1	2777994	2778819	115	69
BOOTSTRAP6	NZ_JH724079.1	2800643	2802111	412	70
BOOTSTRAP6	NZ_JH724079.1	2810204	2810748	0	0
BOOTSTRAP6	NZ_JH724079.1	2814259	2814993	19	9
BOOTSTRAP6	NZ_JH724079.1	2845458	2846192	7	6
BOOTSTRAP6	NZ_JH724079.1	2914172	2914906	99	27
BOOTSTRAP6	NZ_JH724079.1	2965860	2966594	34	15
BOOTSTRAP6	NZ_JH724079.1	3009281	3009825	8	4
BOOTSTRAP6	NZ_JH724079.1	3189492	3190226	61	15
BOOTSTRAP6	NZ_JH724079.1	3192465	3193199	11	7
BOOTSTRAP6	NZ_JH724079.1	3229626	3230170	3	2
BOOTSTRAP6	NZ_JH724079.1	3243529	3244263	168	52
BOOTSTRAP6	NZ_JH724079.1	3264057	3264791	25	10
BOOTSTRAP6	NZ_JH724079.1	3370840	3371894	439	100
BOOTSTRAP6	NZ_JH724079.1	3423299	3424033	62	24
BOOTSTRAP6	NZ_JH724079.1	3585192	3585926	5	3
BOOTSTRAP6	NZ_JH724079.1	3624887	3625621	21	12
BOOTSTRAP6	NZ_JH724079.1	3689041	3689775	9	8
BOOTSTRAP6	NZ_JH724079.1	3690787	3691331	0	0
BOOTSTRAP6	NZ_JH724079.1	3763406	3764140	45	27
BOOTSTRAP6	NZ_JH724079.1	3813584	3814318	8	4
BOOTSTRAP6	NZ_JH724079.1	3982480	3983214	36	34
BOOTSTRAP6	NZ_JH724079.1	4000331	4000875	2	2
BOOTSTRAP6	NZ_JH724080.1	96489	97542	247	90
BOOTSTRAP6	NZ_JH724080.1	133931	134665	14	11
BOOTSTRAP6	NZ_JH724080.1	196609	197153	3	3
BOOTSTRAP6	NZ_JH724080.1	198643	199377	4	2
BOOTSTRAP6	NZ_JH724080.1	218104	218838	26	7
BOOTSTRAP6	NZ_JH724080.1	247177	247911	22	19
BOOTSTRAP6	NZ_JH724080.1	259942	260486	18	18
BOOTSTRAP6	NZ_JH724080.1	290857	291591	9	5
BOOTSTRAP6	NZ_JH724080.1	334280	335014	55	13
BOOTSTRAP6	NZ_JH724080.1	410206	410940	9	3
BOOTSTRAP6	NZ_JH724080.1	424217	424761	0	0
BOOTSTRAP6	NZ_JH724080.1	465144	465878	15	8
BOOTSTRAP6	NZ_JH724080.1	576042	576776	4	4
BOOTSTRAP6	NZ_JH724080.1	583726	584270	3	3
BOOTSTRAP6	NZ_JH724081.1	65913	66647	9	4
BOOTSTRAP6	NZ_JH724081.1	128351	129085	2	2
BOOTSTRAP6	NZ_JH724081.1	161231	161965	1	1
BOOTSTRAP6	NZ_JH724081.1	196336	196880	0	0
BOOTSTRAP6	NZ_JH724081.1	308654	309388	7	5
BOOTSTRAP6	NZ_JH724081.1	333049	333783	28	18
BOOTSTRAP6	NZ_JH724081.1	346334	347068	9	9
BOOTSTRAP6	NZ_JH724081.1	360493	361227	2	2
BOOTSTRAP6	NZ_JH724081.1	361828	362372	3	1
BOOTSTRAP6	NZ_JH724081.1	409540	410274	11	6
BOOTSTRAP6	NZ_JH724081.1	485886	486620	5	3
BOOTSTRAP6	NZ_JH724081.1	504763	505497	5	3
BOOTSTRAP6	NZ_JH724081.1	508475	509019	0	0
BOOTSTRAP6	NZ_JH724082.1	6999	7543	0	0
BOOTSTRAP6	NZ_JH724082.1	9923	10467	0	0
BOOTSTRAP6	NZ_JH724082.1	15792	16526	18	15
BOOTSTRAP6	NZ_JH724082.1	197654	198198	0	0
BOOTSTRAP6	NZ_JH724082.1	211583	212317	25	10
BOOTSTRAP7	NZ_JH724079.1	67578	68312	13	12
BOOTSTRAP7	NZ_JH724079.1	274534	275268	19	12
BOOTSTRAP7	NZ_JH724079.1	524767	525501	24	12
BOOTSTRAP7	NZ_JH724079.1	552265	552999	234	79
BOOTSTRAP7	NZ_JH724079.1	598995	599729	400	82
BOOTSTRAP7	NZ_JH724079.1	647503	648237	7	7
BOOTSTRAP7	NZ_JH724079.1	657177	657911	1478	1299
BOOTSTRAP7	NZ_JH724079.1	787220	787954	22	11
BOOTSTRAP7	NZ_JH724079.1	794357	795091	388	83
BOOTSTRAP7	NZ_JH724079.1	824145	824879	11	6
BOOTSTRAP7	NZ_JH724079.1	868394	869128	396	72
BOOTSTRAP7	NZ_JH724079.1	914721	915455	18	18
BOOTSTRAP7	NZ_JH724079.1	1069096	1069830	191	46
BOOTSTRAP7	NZ_JH724079.1	1144079	1144813	40	24
BOOTSTRAP7	NZ_JH724079.1	1280280	1281014	11	11
BOOTSTRAP7	NZ_JH724079.1	1432260	1432994	61	26
BOOTSTRAP7	NZ_JH724079.1	1519955	1520689	27	17
BOOTSTRAP7	NZ_JH724079.1	1591290	1591834	4	4
BOOTSTRAP7	NZ_JH724079.1	1654364	1655098	7	6
BOOTSTRAP7	NZ_JH724079.1	1706122	1706856	14	12
BOOTSTRAP7	NZ_JH724079.1	1760420	1761531	130	46
BOOTSTRAP7	NZ_JH724079.1	1774169	1774903	127	29
BOOTSTRAP7	NZ_JH724079.1	1900536	1901270	27	13
BOOTSTRAP7	NZ_JH724079.1	1953115	1953849	21	9
BOOTSTRAP7	NZ_JH724079.1	2193257	2193991	9	7
BOOTSTRAP7	NZ_JH724079.1	2201194	2201928	4	3
BOOTSTRAP7	NZ_JH724079.1	2426945	2427679	70	20
BOOTSTRAP7	NZ_JH724079.1	2450764	2451498	10	5
BOOTSTRAP7	NZ_JH724079.1	2522236	2522970	40	12
BOOTSTRAP7	NZ_JH724079.1	2612400	2613134	34	15
BOOTSTRAP7	NZ_JH724079.1	2671944	2672678	7	5
BOOTSTRAP7	NZ_JH724079.1	2672739	2673283	95	28
BOOTSTRAP7	NZ_JH724079.1	2777994	2778819	135	84
BOOTSTRAP7	NZ_JH724079.1	2800643	2802111	392	71
BOOTSTRAP7	NZ_JH724079.1	2810204	2810748	0	0
BOOTSTRAP7	NZ_JH724079.1	2814259	2814993	16	7
BOOTSTRAP7	NZ_JH724079.1	2845458	2846192	7	6
BOOTSTRAP7	NZ_JH724079.1	2914172	2914906	111	27
BOOTSTRAP7	NZ_JH724079.1	2965860	2966594	34	14
BOOTSTRAP7	NZ_JH724079.1	3009281	3009825	6	3
BOOTSTRAP7	NZ_JH724079.1	3189492	3190226	44	12
BOOTSTRAP7	NZ_JH724079.1	3192465	3193199	14	9
BOOTSTRAP7	NZ_JH724079.1	3229626	3230170	3	1
BOOTSTRAP7	NZ_JH724079.1	3243529	3244263	180	64
BOOTSTRAP7	NZ_JH724079.1	3264057	3264791	19	9
BOOTSTRAP7	NZ_JH724079.1	3370840	3371894	401	92
BOOTSTRAP7	NZ_JH724079.1	3423299	3424033	74	20
BOOTSTRAP7	NZ_JH724079.1	3585192	3585926	13	7
BOOTSTRAP7	NZ_JH724079.1	3624887	3625621	25	13
BOOTSTRAP7	NZ_JH724079.1	3689041	3689775	9	8
BOOTSTRAP7	NZ_JH724079.1	3690787	3691331	0	0
BOOTSTRAP7	NZ_JH724079.1	3763406	3764140	54	30
BOOTSTRAP7	NZ_JH724079.1	3813584	3814318	11	8
BOOTSTRAP7	NZ_JH724079.1	3982480	3983214	58	52
BOOTSTRAP7	NZ_JH724079.1	4000331	4000875	2	2
BOOTSTRAP7	NZ_JH724080.1	96489	97542	277	102
BOOTSTRAP7	NZ_JH724080.1	133931	134665	27	19
BOOTSTRAP7	NZ_JH724080.1	196609	197153	0	0
BOOTSTRAP7	NZ_JH724080.1	198643	199377	6	3
BOOTSTRAP7	NZ_JH724080.1	218104	218838	21	11
BOOTSTRAP7	NZ_JH724080.1	247177	247911	24	16
BOOTSTRAP7	NZ_JH724080.1	259942	260486	14	14
BOOTSTRAP7	NZ_JH724080.1	290857	291591	7	3
BOOTSTRAP7	NZ_JH724080.1	334280	335014	53	11
BOOTSTRAP7	NZ_JH724080.1	410206	410940	4	3
BOOTSTRAP7	NZ_JH724080.1	424217	424761	0	0
BOOTSTRAP7	NZ_JH724080.1	465144	465878	22	17
BOOTSTRAP7	NZ_JH724080.1	576042	576776	4	4
BOOTSTRAP7	NZ_JH724080.1	583726	584270	10	7
BOOTSTRAP7	NZ_JH724081.1	65913	66647	9	3
BOOTSTRAP7	NZ_JH724081.1	128351	129085	1	1
BOOTSTRAP7	NZ_JH724081.1	161231	161965	7	5
BOOTSTRAP7	NZ_JH724081.1	196336	196880	0	0
BOOTSTRAP7	NZ_JH724081.1	308654	309388	3	3
BOOTSTRAP7	NZ_JH724081.1	333049	333783	30	16
BOOTSTRAP7	NZ_JH724081.1	346334	347068	7	6
BOOTSTRAP7	NZ_JH724081.1	360493	361227	4	4
BOOTSTRAP7	NZ_JH724081.1	361828	362372	8	3
BOOTSTRAP7	NZ_JH724081.1	409540	410274	10	6
BOOTSTRAP7	NZ_JH724081.1	485886	486620	6	2
BOOTSTRAP7	NZ_JH724081.1	504763	505497	5	4
BOOTSTRAP7	NZ_JH724081.1	508475	509019	0	0
BOOTSTRAP7	NZ_JH724082.1	6999	7543	0	0
BOOTSTRAP7	NZ_JH724082.1	9923	10467	0	0
BOOTSTRAP7	NZ_JH724082.1	15792	16526	12	11
BOOTSTRAP7	NZ_JH724082.1	197654	198198	0	0
BOOTSTRAP7	NZ_JH724082.1	211583	212317	28	18
BOOTSTRAP8	NZ_JH724079.1	67578	68312	15	13
BOOTSTRAP8	NZ_JH724079.1	274534	275268	20	9
BOOTSTRAP8	NZ_JH724079.1	524767	525501	24	12
BOOTSTRAP8	NZ_JH724079.1	552265	552999	267	106
BOOTSTRAP8	NZ_JH724079.1	598995	599729	389	97
BOOTSTRAP8	NZ_JH724079.1	647503	648237	11	10
BOOTSTRAP8	NZ_JH724079.1	657177	657911	1366	1212
BOOTSTRAP8	NZ_JH724079.1	787220	787954	32	22
BOOTSTRAP8	NZ_JH724079.1	794357	795091	371	89
BOOTSTRAP8	NZ_JH724079.1	824145	824879	13	6
BOOTSTRAP8	NZ_JH724079.1	868394	869128	392	92
BOOTSTRAP8	NZ_JH724079.1	914721	915455	21	19
BOOTSTRAP8	NZ_JH724079.1	1069096	1069830	199	48
BOOTSTRAP8	NZ_JH724079.1	1144079	1144813	22	16
BOOTSTRAP8	NZ_JH724079.1	1280280	1281014	8	8
BOOTSTRAP8	NZ_JH724079.1	1432260	1432994	75	30
BOOTSTRAP8	NZ_JH724079.1	1519955	1520689	24	14
BOOTSTRAP8	NZ_JH724079.1	1591290	1591834	1	1
BOOTSTRAP8	NZ_JH724079.1	1654364	1655098	6	6
BOOTSTRAP8	NZ_JH724079.1	1706122	1706856	15	7
BOOTSTRAP8	NZ_JH724079.1	1760420	1761531	144	62
BOOTSTRAP8	NZ_JH724079.1	1774169	1774903	130	34
BOOTSTRAP8	NZ_JH724079.1	1900536	1901270	12	7
BOOTSTRAP8	NZ_JH724079.1	1953115	1953849	17	10
BOOTSTRAP8	NZ_JH724079.1	2193257	2193991	4	3
BOOTSTRAP8	NZ_JH724079.1	2201194	2201928	7	4
BOOTSTRAP8	NZ_JH724079.1	2426945	2427679	77	19
BOOTSTRAP8	NZ_JH724079.1	2450764	2451498	8	4
BOOTSTRAP8	NZ_JH724079.1	2522236	2522970	49	14
BOOTSTRAP8	NZ_JH724079.1	2612400	2613134	40	17
BOOTSTRAP8	NZ_JH724079.1	2671944	2672678	5	3
BOOTSTRAP8	NZ_JH724079.1	2672739	2673283	100	29
BOOTSTRAP8	NZ_JH724079.1	2777994	2778819	119	76
BOOTSTRAP8	NZ_JH724079.1	2800643	2802111	399	74
BOOTSTRAP8	NZ_JH724079.1	2810204	2810748	0	0
BOOTSTRAP8	NZ_JH724079.1	2814259	2814993	16	6
BOOTSTRAP8	NZ_JH724079.1	2845458	2846192	9	8
BOOTSTRAP8	NZ_JH724079.1	2914172	2914906	108	23
BOOTSTRAP8	NZ_JH724079.1	2965860	2966594	35	19
BOOTSTRAP8	NZ_JH724079.1	3009281	3009825	7	2
BOOTSTRAP8	NZ_JH724079.1	3189492	3190226	58	17
BOOTSTRAP8	NZ_JH724079.1	3192465	3193199	14	11
BOOTSTRAP8	NZ_JH724079.1	3229626	3230170	4	2
BOOTSTRAP8	NZ_JH724079.1	3243529	3244263	198	65
BOOTSTRAP8	NZ_JH724079.1	3264057	3264791	23	7
BOOTSTRAP8	NZ_JH724079.1	3370840	3371894	441	100
BOOTSTRAP8	NZ_JH724079.1	3423299	3424033	59	21
BOOTSTRAP8	NZ_JH724079.1	3585192	3585926	14	7
BOOTSTRAP8	NZ_JH724079.1	3624887	3625621	20	13
BOOTSTRAP8	NZ_JH724079.1	3689041	3689775	7	7
BOOTSTRAP8	NZ_JH724079.1	3690787	3691331	0	0
BOOTSTRAP8	NZ_JH724079.1	3763406	3764140	48	23
BOOTSTRAP8	NZ_JH724079.1	3813584	3814318	11	7
BOOTSTRAP8	NZ_JH724079.1	3982480	3983214	40	31
BOOTSTRAP8	NZ_JH724079.1	4000331	4000875	1	1
BOOTSTRAP8	NZ_JH724080.1	96489	97542	259	101
BOOTSTRAP8	NZ_JH724080.1	133931	134665	27	17
BOOTSTRAP8	NZ_JH724080.1	196609	197153	1	1
BOOTSTRAP8	NZ_JH724080.1	198643	199377	4	2
BOOTSTRAP8	NZ_JH724080.1	218104	218838	26	10
BOOTSTRAP8	NZ_JH724080.1	247177	247911	37	28
BOOTSTRAP8	NZ_JH724080.1	259942	260486	15	15
BOOTSTRAP8	NZ_JH724080.1	290857	291591	10	5
BOOTSTRAP8	NZ_JH724080.1	334280	335014	53	13
BOOTSTRAP8	NZ_JH724080.1	410206	410940	10	5
BOOTSTRAP8	NZ_JH724080.1	424217	424761	0	0
BOOTSTRAP8	NZ_JH724080.1	465144	465878	12	9
BOOTSTRAP8	NZ_JH724080.1	576042	576776	4	4
BOOTSTRAP8	NZ_JH724080.1	583726	584270	5	4
BOOTSTRAP8	NZ_JH724081.1	65913	66647	6	3
BOOTSTRAP8	NZ_JH724081.1	128351	129085	1	1
BOOTSTRAP8	NZ_JH724081.1	161231	161965	4	4
BOOTSTRAP8	NZ_JH724081.1	196336	196880	0	0
BOOTSTRAP8	NZ_JH724081.1	308654	309388	4	3
BOOTSTRAP8	NZ_JH724081.1	333049	333783	33	20
BOOTSTRAP8	NZ_JH724081.1	346334	347068	9	9
BOOTSTRAP8	NZ_JH724081.1	360493	361227	6	5
BOOTSTRAP8	NZ_JH724081.1	361828	362372	10	4
BOOTSTRAP8	NZ_JH724081.1	409540	410274	7	4
BOOTSTRAP8	NZ_JH724081.1	485886	486620	12	5
BOOTSTRAP8	NZ_JH724081.1	504763	505497	5	3
BOOTSTRAP8	NZ_JH724081.1	508475	509019	0	0
BOOTSTRAP8	NZ_JH724082.1	6999	7543	0	0
BOOTSTRAP8	NZ_JH724082.1	9923	10467	0	0
BOOTSTRAP8	NZ_JH724082.1	15792	16526	16	15
BOOTSTRAP8	NZ_JH724082.1	197654	198198	0	0
BOOTSTRAP8	NZ_JH724082.1	211583	212317	18	7
BOOTSTRAP9	NZ_JH724079.1	67578	68312	13	9
BOOTSTRAP9	NZ_JH724079.1	274534	275268	23	11
BOOTSTRAP9	NZ_JH724079.1	524767	525501	32	17
BOOTSTRAP9	NZ_JH724079.1	552265	552999	247	87
BOOTSTRAP9	NZ_JH724079.1	598995	599729	346	81
BOOTSTRAP9	NZ_JH724079.1	647503	648237	15	13
BOOTSTRAP9	NZ_JH724079.1	657177	657911	1433	1255
BOOTSTRAP9	NZ_JH724079.1	787220	787954	28	16
BOOTSTRAP9	NZ_JH724079.1	794357	795091	334	66
BOOTSTRAP9	NZ_JH724079.1	824145	824879	16	11
BOOTSTRAP9	NZ_JH724079.1	868394	869128	372	65
BOOTSTRAP9	NZ_JH724079.1	914721	915455	13	13
BOOTSTRAP9	NZ_JH724079.1	1069096	1069830	228	53
BOOTSTRAP9	NZ_JH724079.1	1144079	1144813	37	20
BOOTSTRAP9	NZ_JH724079.1	1280280	1281014	14	14
BOOTSTRAP9	NZ_JH724079.1	1432260	1432994	59	25
BOOTSTRAP9	NZ_JH724079.1	1519955	1520689	24	11
BOOTSTRAP9	NZ_JH724079.1	1591290	1591834	1	1
BOOTSTRAP9	NZ_JH724079.1	1654364	1655098	14	14
BOOTSTRAP9	NZ_JH724079.1	1706122	1706856	12	8
BOOTSTRAP9	NZ_JH724079.1	1760420	1761531	148	60
BOOTSTRAP9	NZ_JH724079.1	1774169	1774903	126	28
BOOTSTRAP9	NZ_JH724079.1	1900536	1901270	14	7
BOOTSTRAP9	NZ_JH724079.1	1953115	1953849	17	7
BOOTSTRAP9	NZ_JH724079.1	2193257	2193991	15	14
BOOTSTRAP9	NZ_JH724079.1	2201194	2201928	5	3
BOOTSTRAP9	NZ_JH724079.1	2426945	2427679	67	21
BOOTSTRAP9	NZ_JH724079.1	2450764	2451498	9	4
BOOTSTRAP9	NZ_JH724079.1	2522236	2522970	41	14
BOOTSTRAP9	NZ_JH724079.1	2612400	2613134	31	16
BOOTSTRAP9	NZ_JH724079.1	2671944	2672678	8	4
BOOTSTRAP9	NZ_JH724079.1	2672739	2673283	104	32
BOOTSTRAP9	NZ_JH724079.1	2777994	2778819	127	70
BOOTSTRAP9	NZ_JH724079.1	2800643	2802111	399	67
BOOTSTRAP9	NZ_JH724079.1	2810204	2810748	0	0
BOOTSTRAP9	NZ_JH724079.1	2814259	2814993	25	13
BOOTSTRAP9	NZ_JH724079.1	2845458	2846192	6	6
BOOTSTRAP9	NZ_JH724079.1	2914172	2914906	106	33
BOOTSTRAP9	NZ_JH724079.1	2965860	2966594	38	14
BOOTSTRAP9	NZ_JH724079.1	3009281	3009825	10	3
BOOTSTRAP9	NZ_JH724079.1	3189492	3190226	61	18
BOOTSTRAP9	NZ_JH724079.1	3192465	3193199	16	11
BOOTSTRAP9	NZ_JH724079.1	3229626	3230170	4	2
BOOTSTRAP9	NZ_JH724079.1	3243529	3244263	165	63
BOOTSTRAP9	NZ_JH724079.1	3264057	3264791	24	12
BOOTSTRAP9	NZ_JH724079.1	3370840	3371894	464	111
BOOTSTRAP9	NZ_JH724079.1	3423299	3424033	78	24
BOOTSTRAP9	NZ_JH724079.1	3585192	3585926	6	3
BOOTSTRAP9	NZ_JH724079.1	3624887	3625621	21	12
BOOTSTRAP9	NZ_JH724079.1	3689041	3689775	13	12
BOOTSTRAP9	NZ_JH724079.1	3690787	3691331	0	0
BOOTSTRAP9	NZ_JH724079.1	3763406	3764140	54	26
BOOTSTRAP9	NZ_JH724079.1	3813584	3814318	5	4
BOOTSTRAP9	NZ_JH724079.1	3982480	3983214	37	33
BOOTSTRAP9	NZ_JH724079.1	4000331	4000875	2	2
BOOTSTRAP9	NZ_JH724080.1	96489	97542	255	93
BOOTSTRAP9	NZ_JH724080.1	133931	134665	13	8
BOOTSTRAP9	NZ_JH724080.1	196609	197153	1	1
BOOTSTRAP9	NZ_JH724080.1	198643	199377	1	1
BOOTSTRAP9	NZ_JH724080.1	218104	218838	19	8
BOOTSTRAP9	NZ_JH724080.1	247177	247911	27	22
BOOTSTRAP9	NZ_JH724080.1	259942	260486	15	15
BOOTSTRAP9	NZ_JH724080.1	290857	291591	10	4
BOOTSTRAP9	NZ_JH724080.1	334280	335014	49	16
BOOTSTRAP9	NZ_JH724080.1	410206	410940	7	5
BOOTSTRAP9	NZ_JH724080.1	424217	424761	0	0
