Sample	Sampling	Contig	PeakStart	PeakEnd	ReadCount	ReadDepth
12-15-15	BOOTSTRAP4	NZ_JH724079.1	1144079	1144813	25	15
12-15-15	BOOTSTRAP4	NZ_JH724079.1	1280280	1281014	10	10
12-15-15	BOOTSTRAP4	NZ_JH724079.1	1432260	1432994	52	19
12-15-15	BOOTSTRAP4	NZ_JH724079.1	1519955	1520689	24	12
12-15-15	BOOTSTRAP4	NZ_JH724079.1	1591290	1591834	1	1
12-15-15	BOOTSTRAP4	NZ_JH724079.1	1654364	1655098	12	9
12-15-15	BOOTSTRAP4	NZ_JH724079.1	1706122	1706856	13	12
12-15-15	BOOTSTRAP4	NZ_JH724079.1	1760420	1761531	145	60
12-15-15	BOOTSTRAP4	NZ_JH724079.1	1774169	1774903	141	38
12-15-15	BOOTSTRAP4	NZ_JH724079.1	1900536	1901270	27	13
12-15-15	BOOTSTRAP4	NZ_JH724079.1	1953115	1953849	19	10
12-15-15	BOOTSTRAP4	NZ_JH724079.1	2193257	2193991	9	9
12-15-15	BOOTSTRAP4	NZ_JH724079.1	2201194	2201928	11	7
12-15-15	BOOTSTRAP4	NZ_JH724079.1	2426945	2427679	64	15
12-15-15	BOOTSTRAP4	NZ_JH724079.1	2450764	2451498	7	3
12-15-15	BOOTSTRAP4	NZ_JH724079.1	2522236	2522970	32	11
12-15-15	BOOTSTRAP4	NZ_JH724079.1	2612400	2613134	34	12
12-15-15	BOOTSTRAP4	NZ_JH724079.1	2671944	2672678	9	7
12-15-15	BOOTSTRAP4	NZ_JH724079.1	2672739	2673283	97	27
12-15-15	BOOTSTRAP4	NZ_JH724079.1	2777994	2778819	131	76
12-15-15	BOOTSTRAP4	NZ_JH724079.1	2800643	2802111	388	73
12-15-15	BOOTSTRAP4	NZ_JH724079.1	2810204	2810748	0	0
12-15-15	BOOTSTRAP4	NZ_JH724079.1	2814259	2814993	17	11
12-15-15	BOOTSTRAP4	NZ_JH724079.1	2845458	2846192	10	9
12-15-15	BOOTSTRAP4	NZ_JH724079.1	2914172	2914906	81	27
12-15-15	BOOTSTRAP4	NZ_JH724079.1	2965860	2966594	34	12
12-15-15	BOOTSTRAP4	NZ_JH724079.1	3009281	3009825	6	2
12-15-15	BOOTSTRAP4	NZ_JH724079.1	3189492	3190226	63	18
12-15-15	BOOTSTRAP4	NZ_JH724079.1	3192465	3193199	21	14
12-15-15	BOOTSTRAP4	NZ_JH724079.1	3229626	3230170	3	2
12-15-15	BOOTSTRAP4	NZ_JH724079.1	3243529	3244263	193	67
12-15-15	BOOTSTRAP4	NZ_JH724079.1	3264057	3264791	12	4
12-15-15	BOOTSTRAP4	NZ_JH724079.1	3370840	3371894	451	96
12-15-15	BOOTSTRAP4	NZ_JH724079.1	3423299	3424033	70	23
12-15-15	BOOTSTRAP4	NZ_JH724079.1	3585192	3585926	12	8
12-15-15	BOOTSTRAP4	NZ_JH724079.1	3624887	3625621	30	13
12-15-15	BOOTSTRAP4	NZ_JH724079.1	3689041	3689775	11	9
12-15-15	BOOTSTRAP4	NZ_JH724079.1	3690787	3691331	0	0
12-15-15	BOOTSTRAP4	NZ_JH724079.1	3763406	3764140	44	22
12-15-15	BOOTSTRAP4	NZ_JH724079.1	3813584	3814318	11	6
12-15-15	BOOTSTRAP4	NZ_JH724079.1	3982480	3983214	43	35
12-15-15	BOOTSTRAP4	NZ_JH724079.1	4000331	4000875	0	0
12-15-15	BOOTSTRAP4	NZ_JH724080.1	96489	97542	249	89
12-15-15	BOOTSTRAP4	NZ_JH724080.1	133931	134665	17	12
12-15-15	BOOTSTRAP4	NZ_JH724080.1	196609	197153	1	1
12-15-15	BOOTSTRAP4	NZ_JH724080.1	198643	199377	4	3
12-15-15	BOOTSTRAP4	NZ_JH724080.1	218104	218838	23	8
12-15-15	BOOTSTRAP4	NZ_JH724080.1	247177	247911	16	10
12-15-15	BOOTSTRAP4	NZ_JH724080.1	259942	260486	16	16
12-15-15	BOOTSTRAP4	NZ_JH724080.1	290857	291591	8	4
12-15-15	BOOTSTRAP4	NZ_JH724080.1	334280	335014	41	10
12-15-15	BOOTSTRAP4	NZ_JH724080.1	410206	410940	7	3
12-15-15	BOOTSTRAP4	NZ_JH724080.1	424217	424761	0	0
12-15-15	BOOTSTRAP4	NZ_JH724080.1	465144	465878	14	11
12-15-15	BOOTSTRAP4	NZ_JH724080.1	576042	576776	8	8
12-15-15	BOOTSTRAP4	NZ_JH724080.1	583726	584270	2	2
12-15-15	BOOTSTRAP4	NZ_JH724081.1	65913	66647	3	2
12-15-15	BOOTSTRAP4	NZ_JH724081.1	128351	129085	2	2
12-15-15	BOOTSTRAP4	NZ_JH724081.1	161231	161965	0	0
12-15-15	BOOTSTRAP4	NZ_JH724081.1	196336	196880	0	0
12-15-15	BOOTSTRAP4	NZ_JH724081.1	308654	309388	7	5
12-15-15	BOOTSTRAP4	NZ_JH724081.1	333049	333783	22	14
12-15-15	BOOTSTRAP4	NZ_JH724081.1	346334	347068	9	5
12-15-15	BOOTSTRAP4	NZ_JH724081.1	360493	361227	3	3
12-15-15	BOOTSTRAP4	NZ_JH724081.1	361828	362372	3	2
12-15-15	BOOTSTRAP4	NZ_JH724081.1	409540	410274	8	8
12-15-15	BOOTSTRAP4	NZ_JH724081.1	485886	486620	7	4
12-15-15	BOOTSTRAP4	NZ_JH724081.1	504763	505497	7	5
12-15-15	BOOTSTRAP4	NZ_JH724081.1	508475	509019	0	0
12-15-15	BOOTSTRAP4	NZ_JH724082.1	6999	7543	0	0
12-15-15	BOOTSTRAP4	NZ_JH724082.1	9923	10467	0	0
12-15-15	BOOTSTRAP4	NZ_JH724082.1	15792	16526	15	14
12-15-15	BOOTSTRAP4	NZ_JH724082.1	197654	198198	0	0
12-15-15	BOOTSTRAP4	NZ_JH724082.1	211583	212317	21	13
12-15-15	BOOTSTRAP5	NZ_JH724079.1	67578	68312	8	8
12-15-15	BOOTSTRAP5	NZ_JH724079.1	274534	275268	18	9
12-15-15	BOOTSTRAP5	NZ_JH724079.1	524767	525501	28	13
12-15-15	BOOTSTRAP5	NZ_JH724079.1	552265	552999	253	89
12-15-15	BOOTSTRAP5	NZ_JH724079.1	598995	599729	393	95
12-15-15	BOOTSTRAP5	NZ_JH724079.1	647503	648237	12	11
12-15-15	BOOTSTRAP5	NZ_JH724079.1	657177	657911	1500	1301
12-15-15	BOOTSTRAP5	NZ_JH724079.1	787220	787954	21	19
12-15-15	BOOTSTRAP5	NZ_JH724079.1	794357	795091	406	85
12-15-15	BOOTSTRAP5	NZ_JH724079.1	824145	824879	5	5
12-15-15	BOOTSTRAP5	NZ_JH724079.1	868394	869128	382	70
12-15-15	BOOTSTRAP5	NZ_JH724079.1	914721	915455	15	14
12-15-15	BOOTSTRAP5	NZ_JH724079.1	1069096	1069830	197	47
12-15-15	BOOTSTRAP5	NZ_JH724079.1	1144079	1144813	31	17
12-15-15	BOOTSTRAP5	NZ_JH724079.1	1280280	1281014	6	6
12-15-15	BOOTSTRAP5	NZ_JH724079.1	1432260	1432994	72	30
12-15-15	BOOTSTRAP5	NZ_JH724079.1	1519955	1520689	21	14
12-15-15	BOOTSTRAP5	NZ_JH724079.1	1591290	1591834	1	1
12-15-15	BOOTSTRAP5	NZ_JH724079.1	1654364	1655098	10	8
12-15-15	BOOTSTRAP5	NZ_JH724079.1	1706122	1706856	20	10
12-15-15	BOOTSTRAP5	NZ_JH724079.1	1760420	1761531	131	59
12-15-15	BOOTSTRAP5	NZ_JH724079.1	1774169	1774903	127	29
12-15-15	BOOTSTRAP5	NZ_JH724079.1	1900536	1901270	20	10
12-15-15	BOOTSTRAP5	NZ_JH724079.1	1953115	1953849	28	12
12-15-15	BOOTSTRAP5	NZ_JH724079.1	2193257	2193991	9	8
12-15-15	BOOTSTRAP5	NZ_JH724079.1	2201194	2201928	10	5
12-15-15	BOOTSTRAP5	NZ_JH724079.1	2426945	2427679	54	12
12-15-15	BOOTSTRAP5	NZ_JH724079.1	2450764	2451498	6	3
12-15-15	BOOTSTRAP5	NZ_JH724079.1	2522236	2522970	50	15
12-15-15	BOOTSTRAP5	NZ_JH724079.1	2612400	2613134	28	10
12-15-15	BOOTSTRAP5	NZ_JH724079.1	2671944	2672678	10	8
12-15-15	BOOTSTRAP5	NZ_JH724079.1	2672739	2673283	90	22
12-15-15	BOOTSTRAP5	NZ_JH724079.1	2777994	2778819	124	78
12-15-15	BOOTSTRAP5	NZ_JH724079.1	2800643	2802111	410	71
12-15-15	BOOTSTRAP5	NZ_JH724079.1	2810204	2810748	0	0
12-15-15	BOOTSTRAP5	NZ_JH724079.1	2814259	2814993	34	15
12-15-15	BOOTSTRAP5	NZ_JH724079.1	2845458	2846192	9	7
12-15-15	BOOTSTRAP5	NZ_JH724079.1	2914172	2914906	112	35
12-15-15	BOOTSTRAP5	NZ_JH724079.1	2965860	2966594	32	14
12-15-15	BOOTSTRAP5	NZ_JH724079.1	3009281	3009825	7	2
12-15-15	BOOTSTRAP5	NZ_JH724079.1	3189492	3190226	53	18
12-15-15	BOOTSTRAP5	NZ_JH724079.1	3192465	3193199	9	7
12-15-15	BOOTSTRAP5	NZ_JH724079.1	3229626	3230170	7	3
12-15-15	BOOTSTRAP5	NZ_JH724079.1	3243529	3244263	182	58
12-15-15	BOOTSTRAP5	NZ_JH724079.1	3264057	3264791	14	7
12-15-15	BOOTSTRAP5	NZ_JH724079.1	3370840	3371894	465	100
12-15-15	BOOTSTRAP5	NZ_JH724079.1	3423299	3424033	51	16
12-15-15	BOOTSTRAP5	NZ_JH724079.1	3585192	3585926	16	6
12-15-15	BOOTSTRAP5	NZ_JH724079.1	3624887	3625621	31	18
12-15-15	BOOTSTRAP5	NZ_JH724079.1	3689041	3689775	5	5
12-15-15	BOOTSTRAP5	NZ_JH724079.1	3690787	3691331	0	0
12-15-15	BOOTSTRAP5	NZ_JH724079.1	3763406	3764140	43	25
12-15-15	BOOTSTRAP5	NZ_JH724079.1	3813584	3814318	4	3
12-15-15	BOOTSTRAP5	NZ_JH724079.1	3982480	3983214	42	34
12-15-15	BOOTSTRAP5	NZ_JH724079.1	4000331	4000875	4	3
12-15-15	BOOTSTRAP5	NZ_JH724080.1	96489	97542	250	90
12-15-15	BOOTSTRAP5	NZ_JH724080.1	133931	134665	21	17
12-15-15	BOOTSTRAP5	NZ_JH724080.1	196609	197153	1	1
12-15-15	BOOTSTRAP5	NZ_JH724080.1	198643	199377	6	2
12-15-15	BOOTSTRAP5	NZ_JH724080.1	218104	218838	24	9
12-15-15	BOOTSTRAP5	NZ_JH724080.1	247177	247911	26	18
12-15-15	BOOTSTRAP5	NZ_JH724080.1	259942	260486	13	13
12-15-15	BOOTSTRAP5	NZ_JH724080.1	290857	291591	2	1
12-15-15	BOOTSTRAP5	NZ_JH724080.1	334280	335014	57	12
12-15-15	BOOTSTRAP5	NZ_JH724080.1	410206	410940	10	7
12-15-15	BOOTSTRAP5	NZ_JH724080.1	424217	424761	0	0
12-15-15	BOOTSTRAP5	NZ_JH724080.1	465144	465878	17	13
12-15-15	BOOTSTRAP5	NZ_JH724080.1	576042	576776	7	7
12-15-15	BOOTSTRAP5	NZ_JH724080.1	583726	584270	8	5
12-15-15	BOOTSTRAP5	NZ_JH724081.1	65913	66647	6	3
12-15-15	BOOTSTRAP5	NZ_JH724081.1	128351	129085	6	6
12-15-15	BOOTSTRAP5	NZ_JH724081.1	161231	161965	9	9
12-15-15	BOOTSTRAP5	NZ_JH724081.1	196336	196880	0	0
12-15-15	BOOTSTRAP5	NZ_JH724081.1	308654	309388	4	4
12-15-15	BOOTSTRAP5	NZ_JH724081.1	333049	333783	22	16
12-15-15	BOOTSTRAP5	NZ_JH724081.1	346334	347068	9	8
12-15-15	BOOTSTRAP5	NZ_JH724081.1	360493	361227	6	6
12-15-15	BOOTSTRAP5	NZ_JH724081.1	361828	362372	5	2
12-15-15	BOOTSTRAP5	NZ_JH724081.1	409540	410274	7	6
12-15-15	BOOTSTRAP5	NZ_JH724081.1	485886	486620	3	1
12-15-15	BOOTSTRAP5	NZ_JH724081.1	504763	505497	5	3
12-15-15	BOOTSTRAP5	NZ_JH724081.1	508475	509019	0	0
12-15-15	BOOTSTRAP5	NZ_JH724082.1	6999	7543	0	0
12-15-15	BOOTSTRAP5	NZ_JH724082.1	9923	10467	0	0
12-15-15	BOOTSTRAP5	NZ_JH724082.1	15792	16526	12	10
12-15-15	BOOTSTRAP5	NZ_JH724082.1	197654	198198	0	0
12-15-15	BOOTSTRAP5	NZ_JH724082.1	211583	212317	17	8
12-15-15	BOOTSTRAP6	NZ_JH724079.1	67578	68312	11	10
12-15-15	BOOTSTRAP6	NZ_JH724079.1	274534	275268	23	10
12-15-15	BOOTSTRAP6	NZ_JH724079.1	524767	525501	27	16
12-15-15	BOOTSTRAP6	NZ_JH724079.1	552265	552999	241	86
12-15-15	BOOTSTRAP6	NZ_JH724079.1	598995	599729	385	92
12-15-15	BOOTSTRAP6	NZ_JH724079.1	647503	648237	18	15
12-15-15	BOOTSTRAP6	NZ_JH724079.1	657177	657911	1453	1261
12-15-15	BOOTSTRAP6	NZ_JH724079.1	787220	787954	23	15
12-15-15	BOOTSTRAP6	NZ_JH724079.1	794357	795091	345	80
12-15-15	BOOTSTRAP6	NZ_JH724079.1	824145	824879	7	5
12-15-15	BOOTSTRAP6	NZ_JH724079.1	868394	869128	385	76
12-15-15	BOOTSTRAP6	NZ_JH724079.1	914721	915455	14	13
12-15-15	BOOTSTRAP6	NZ_JH724079.1	1069096	1069830	215	56
12-15-15	BOOTSTRAP6	NZ_JH724079.1	1144079	1144813	39	20
12-15-15	BOOTSTRAP6	NZ_JH724079.1	1280280	1281014	9	9
12-15-15	BOOTSTRAP6	NZ_JH724079.1	1432260	1432994	65	22
12-15-15	BOOTSTRAP6	NZ_JH724079.1	1519955	1520689	26	14
12-15-15	BOOTSTRAP6	NZ_JH724079.1	1591290	1591834	1	1
12-15-15	BOOTSTRAP6	NZ_JH724079.1	1654364	1655098	6	5
12-15-15	BOOTSTRAP6	NZ_JH724079.1	1706122	1706856	8	4
12-15-15	BOOTSTRAP6	NZ_JH724079.1	1760420	1761531	149	59
12-15-15	BOOTSTRAP6	NZ_JH724079.1	1774169	1774903	115	28
12-15-15	BOOTSTRAP6	NZ_JH724079.1	1900536	1901270	22	10
12-15-15	BOOTSTRAP6	NZ_JH724079.1	1953115	1953849	19	9
12-15-15	BOOTSTRAP6	NZ_JH724079.1	2193257	2193991	8	7
12-15-15	BOOTSTRAP6	NZ_JH724079.1	2201194	2201928	4	2
12-15-15	BOOTSTRAP6	NZ_JH724079.1	2426945	2427679	80	22
12-15-15	BOOTSTRAP6	NZ_JH724079.1	2450764	2451498	15	9
12-15-15	BOOTSTRAP6	NZ_JH724079.1	2522236	2522970	46	12
12-15-15	BOOTSTRAP6	NZ_JH724079.1	2612400	2613134	28	9
12-15-15	BOOTSTRAP6	NZ_JH724079.1	2671944	2672678	7	5
12-15-15	BOOTSTRAP6	NZ_JH724079.1	2672739	2673283	96	28
12-15-15	BOOTSTRAP6	NZ_JH724079.1	2777994	2778819	115	69
12-15-15	BOOTSTRAP6	NZ_JH724079.1	2800643	2802111	412	70
12-15-15	BOOTSTRAP6	NZ_JH724079.1	2810204	2810748	0	0
12-15-15	BOOTSTRAP6	NZ_JH724079.1	2814259	2814993	19	9
12-15-15	BOOTSTRAP6	NZ_JH724079.1	2845458	2846192	7	6
12-15-15	BOOTSTRAP6	NZ_JH724079.1	2914172	2914906	99	27
12-15-15	BOOTSTRAP6	NZ_JH724079.1	2965860	2966594	34	15
12-15-15	BOOTSTRAP6	NZ_JH724079.1	3009281	3009825	8	4
12-15-15	BOOTSTRAP6	NZ_JH724079.1	3189492	3190226	61	15
12-15-15	BOOTSTRAP6	NZ_JH724079.1	3192465	3193199	11	7
12-15-15	BOOTSTRAP6	NZ_JH724079.1	3229626	3230170	3	2
12-15-15	BOOTSTRAP6	NZ_JH724079.1	3243529	3244263	168	52
12-15-15	BOOTSTRAP6	NZ_JH724079.1	3264057	3264791	25	10
12-15-15	BOOTSTRAP6	NZ_JH724079.1	3370840	3371894	439	100
12-15-15	BOOTSTRAP6	NZ_JH724079.1	3423299	3424033	62	24
12-15-15	BOOTSTRAP6	NZ_JH724079.1	3585192	3585926	5	3
12-15-15	BOOTSTRAP6	NZ_JH724079.1	3624887	3625621	21	12
12-15-15	BOOTSTRAP6	NZ_JH724079.1	3689041	3689775	9	8
12-15-15	BOOTSTRAP6	NZ_JH724079.1	3690787	3691331	0	0
12-15-15	BOOTSTRAP6	NZ_JH724079.1	3763406	3764140	45	27
12-15-15	BOOTSTRAP6	NZ_JH724079.1	3813584	3814318	8	4
12-15-15	BOOTSTRAP6	NZ_JH724079.1	3982480	3983214	36	34
12-15-15	BOOTSTRAP6	NZ_JH724079.1	4000331	4000875	2	2
12-15-15	BOOTSTRAP6	NZ_JH724080.1	96489	97542	247	90
12-15-15	BOOTSTRAP6	NZ_JH724080.1	133931	134665	14	11
12-15-15	BOOTSTRAP6	NZ_JH724080.1	196609	197153	3	3
12-15-15	BOOTSTRAP6	NZ_JH724080.1	198643	199377	4	2
12-15-15	BOOTSTRAP6	NZ_JH724080.1	218104	218838	26	7
12-15-15	BOOTSTRAP6	NZ_JH724080.1	247177	247911	22	19
12-15-15	BOOTSTRAP6	NZ_JH724080.1	259942	260486	18	18
12-15-15	BOOTSTRAP6	NZ_JH724080.1	290857	291591	9	5
12-15-15	BOOTSTRAP6	NZ_JH724080.1	334280	335014	55	13
12-15-15	BOOTSTRAP6	NZ_JH724080.1	410206	410940	9	3
12-15-15	BOOTSTRAP6	NZ_JH724080.1	424217	424761	0	0
12-15-15	BOOTSTRAP6	NZ_JH724080.1	465144	465878	15	8
12-15-15	BOOTSTRAP6	NZ_JH724080.1	576042	576776	4	4
12-15-15	BOOTSTRAP6	NZ_JH724080.1	583726	584270	3	3
12-15-15	BOOTSTRAP6	NZ_JH724081.1	65913	66647	9	4
12-15-15	BOOTSTRAP6	NZ_JH724081.1	128351	129085	2	2
12-15-15	BOOTSTRAP6	NZ_JH724081.1	161231	161965	1	1
12-15-15	BOOTSTRAP6	NZ_JH724081.1	196336	196880	0	0
12-15-15	BOOTSTRAP6	NZ_JH724081.1	308654	309388	7	5
12-15-15	BOOTSTRAP6	NZ_JH724081.1	333049	333783	28	18
12-15-15	BOOTSTRAP6	NZ_JH724081.1	346334	347068	9	9
12-15-15	BOOTSTRAP6	NZ_JH724081.1	360493	361227	2	2
12-15-15	BOOTSTRAP6	NZ_JH724081.1	361828	362372	3	1
12-15-15	BOOTSTRAP6	NZ_JH724081.1	409540	410274	11	6
12-15-15	BOOTSTRAP6	NZ_JH724081.1	485886	486620	5	3
12-15-15	BOOTSTRAP6	NZ_JH724081.1	504763	505497	5	3
12-15-15	BOOTSTRAP6	NZ_JH724081.1	508475	509019	0	0
12-15-15	BOOTSTRAP6	NZ_JH724082.1	6999	7543	0	0
12-15-15	BOOTSTRAP6	NZ_JH724082.1	9923	10467	0	0
12-15-15	BOOTSTRAP6	NZ_JH724082.1	15792	16526	18	15
12-15-15	BOOTSTRAP6	NZ_JH724082.1	197654	198198	0	0
12-15-15	BOOTSTRAP6	NZ_JH724082.1	211583	212317	25	10
12-15-15	BOOTSTRAP7	NZ_JH724079.1	67578	68312	13	12
12-15-15	BOOTSTRAP7	NZ_JH724079.1	274534	275268	19	12
12-15-15	BOOTSTRAP7	NZ_JH724079.1	524767	525501	24	12
12-15-15	BOOTSTRAP7	NZ_JH724079.1	552265	552999	234	79
12-15-15	BOOTSTRAP7	NZ_JH724079.1	598995	599729	400	82
12-15-15	BOOTSTRAP7	NZ_JH724079.1	647503	648237	7	7
12-15-15	BOOTSTRAP7	NZ_JH724079.1	657177	657911	1478	1299
12-15-15	BOOTSTRAP7	NZ_JH724079.1	787220	787954	22	11
12-15-15	BOOTSTRAP7	NZ_JH724079.1	794357	795091	388	83
12-15-15	BOOTSTRAP7	NZ_JH724079.1	824145	824879	11	6
12-15-15	BOOTSTRAP7	NZ_JH724079.1	868394	869128	396	72
12-15-15	BOOTSTRAP7	NZ_JH724079.1	914721	915455	18	18
12-15-15	BOOTSTRAP7	NZ_JH724079.1	1069096	1069830	191	46
12-15-15	BOOTSTRAP7	NZ_JH724079.1	1144079	1144813	40	24
12-15-15	BOOTSTRAP7	NZ_JH724079.1	1280280	1281014	11	11
12-15-15	BOOTSTRAP7	NZ_JH724079.1	1432260	1432994	61	26
12-15-15	BOOTSTRAP7	NZ_JH724079.1	1519955	1520689	27	17
12-15-15	BOOTSTRAP7	NZ_JH724079.1	1591290	1591834	4	4
12-15-15	BOOTSTRAP7	NZ_JH724079.1	1654364	1655098	7	6
12-15-15	BOOTSTRAP7	NZ_JH724079.1	1706122	1706856	14	12
12-15-15	BOOTSTRAP7	NZ_JH724079.1	1760420	1761531	130	46
12-15-15	BOOTSTRAP7	NZ_JH724079.1	1774169	1774903	127	29
12-15-15	BOOTSTRAP7	NZ_JH724079.1	1900536	1901270	27	13
12-15-15	BOOTSTRAP7	NZ_JH724079.1	1953115	1953849	21	9
12-15-15	BOOTSTRAP7	NZ_JH724079.1	2193257	2193991	9	7
12-15-15	BOOTSTRAP7	NZ_JH724079.1	2201194	2201928	4	3
12-15-15	BOOTSTRAP7	NZ_JH724079.1	2426945	2427679	70	20
12-15-15	BOOTSTRAP7	NZ_JH724079.1	2450764	2451498	10	5
12-15-15	BOOTSTRAP7	NZ_JH724079.1	2522236	2522970	40	12
12-15-15	BOOTSTRAP7	NZ_JH724079.1	2612400	2613134	34	15
12-15-15	BOOTSTRAP7	NZ_JH724079.1	2671944	2672678	7	5
12-15-15	BOOTSTRAP7	NZ_JH724079.1	2672739	2673283	95	28
12-15-15	BOOTSTRAP7	NZ_JH724079.1	2777994	2778819	135	84
12-15-15	BOOTSTRAP7	NZ_JH724079.1	2800643	2802111	392	71
12-15-15	BOOTSTRAP7	NZ_JH724079.1	2810204	2810748	0	0
12-15-15	BOOTSTRAP7	NZ_JH724079.1	2814259	2814993	16	7
12-15-15	BOOTSTRAP7	NZ_JH724079.1	2845458	2846192	7	6
12-15-15	BOOTSTRAP7	NZ_JH724079.1	2914172	2914906	111	27
12-15-15	BOOTSTRAP7	NZ_JH724079.1	2965860	2966594	34	14
12-15-15	BOOTSTRAP7	NZ_JH724079.1	3009281	3009825	6	3
12-15-15	BOOTSTRAP7	NZ_JH724079.1	3189492	3190226	44	12
12-15-15	BOOTSTRAP7	NZ_JH724079.1	3192465	3193199	14	9
12-15-15	BOOTSTRAP7	NZ_JH724079.1	3229626	3230170	3	1
12-15-15	BOOTSTRAP7	NZ_JH724079.1	3243529	3244263	180	64
12-15-15	BOOTSTRAP7	NZ_JH724079.1	3264057	3264791	19	9
12-15-15	BOOTSTRAP7	NZ_JH724079.1	3370840	3371894	401	92
12-15-15	BOOTSTRAP7	NZ_JH724079.1	3423299	3424033	74	20
12-15-15	BOOTSTRAP7	NZ_JH724079.1	3585192	3585926	13	7
12-15-15	BOOTSTRAP7	NZ_JH724079.1	3624887	3625621	25	13
12-15-15	BOOTSTRAP7	NZ_JH724079.1	3689041	3689775	9	8
12-15-15	BOOTSTRAP7	NZ_JH724079.1	3690787	3691331	0	0
12-15-15	BOOTSTRAP7	NZ_JH724079.1	3763406	3764140	54	30
12-15-15	BOOTSTRAP7	NZ_JH724079.1	3813584	3814318	11	8
12-15-15	BOOTSTRAP7	NZ_JH724079.1	3982480	3983214	58	52
12-15-15	BOOTSTRAP7	NZ_JH724079.1	4000331	4000875	2	2
12-15-15	BOOTSTRAP7	NZ_JH724080.1	96489	97542	277	102
12-15-15	BOOTSTRAP7	NZ_JH724080.1	133931	134665	27	19
12-15-15	BOOTSTRAP7	NZ_JH724080.1	196609	197153	0	0
12-15-15	BOOTSTRAP7	NZ_JH724080.1	198643	199377	6	3
12-15-15	BOOTSTRAP7	NZ_JH724080.1	218104	218838	21	11
12-15-15	BOOTSTRAP7	NZ_JH724080.1	247177	247911	24	16
12-15-15	BOOTSTRAP7	NZ_JH724080.1	259942	260486	14	14
12-15-15	BOOTSTRAP7	NZ_JH724080.1	290857	291591	7	3
12-15-15	BOOTSTRAP7	NZ_JH724080.1	334280	335014	53	11
12-15-15	BOOTSTRAP7	NZ_JH724080.1	410206	410940	4	3
12-15-15	BOOTSTRAP7	NZ_JH724080.1	424217	424761	0	0
12-15-15	BOOTSTRAP7	NZ_JH724080.1	465144	465878	22	17
12-15-15	BOOTSTRAP7	NZ_JH724080.1	576042	576776	4	4
12-15-15	BOOTSTRAP7	NZ_JH724080.1	583726	584270	10	7
12-15-15	BOOTSTRAP7	NZ_JH724081.1	65913	66647	9	3
12-15-15	BOOTSTRAP7	NZ_JH724081.1	128351	129085	1	1
12-15-15	BOOTSTRAP7	NZ_JH724081.1	161231	161965	7	5
12-15-15	BOOTSTRAP7	NZ_JH724081.1	196336	196880	0	0
12-15-15	BOOTSTRAP7	NZ_JH724081.1	308654	309388	3	3
12-15-15	BOOTSTRAP7	NZ_JH724081.1	333049	333783	30	16
12-15-15	BOOTSTRAP7	NZ_JH724081.1	346334	347068	7	6
12-15-15	BOOTSTRAP7	NZ_JH724081.1	360493	361227	4	4
12-15-15	BOOTSTRAP7	NZ_JH724081.1	361828	362372	8	3
12-15-15	BOOTSTRAP7	NZ_JH724081.1	409540	410274	10	6
12-15-15	BOOTSTRAP7	NZ_JH724081.1	485886	486620	6	2
12-15-15	BOOTSTRAP7	NZ_JH724081.1	504763	505497	5	4
12-15-15	BOOTSTRAP7	NZ_JH724081.1	508475	509019	0	0
12-15-15	BOOTSTRAP7	NZ_JH724082.1	6999	7543	0	0
12-15-15	BOOTSTRAP7	NZ_JH724082.1	9923	10467	0	0
12-15-15	BOOTSTRAP7	NZ_JH724082.1	15792	16526	12	11
12-15-15	BOOTSTRAP7	NZ_JH724082.1	197654	198198	0	0
12-15-15	BOOTSTRAP7	NZ_JH724082.1	211583	212317	28	18
12-15-15	BOOTSTRAP8	NZ_JH724079.1	67578	68312	15	13
12-15-15	BOOTSTRAP8	NZ_JH724079.1	274534	275268	20	9
12-15-15	BOOTSTRAP8	NZ_JH724079.1	524767	525501	24	12
12-15-15	BOOTSTRAP8	NZ_JH724079.1	552265	552999	267	106
12-15-15	BOOTSTRAP8	NZ_JH724079.1	598995	599729	389	97
12-15-15	BOOTSTRAP8	NZ_JH724079.1	647503	648237	11	10
12-15-15	BOOTSTRAP8	NZ_JH724079.1	657177	657911	1366	1212
12-15-15	BOOTSTRAP8	NZ_JH724079.1	787220	787954	32	22
12-15-15	BOOTSTRAP8	NZ_JH724079.1	794357	795091	371	89
12-15-15	BOOTSTRAP8	NZ_JH724079.1	824145	824879	13	6
12-15-15	BOOTSTRAP8	NZ_JH724079.1	868394	869128	392	92
12-15-15	BOOTSTRAP8	NZ_JH724079.1	914721	915455	21	19
12-15-15	BOOTSTRAP8	NZ_JH724079.1	1069096	1069830	199	48
12-15-15	BOOTSTRAP8	NZ_JH724079.1	1144079	1144813	22	16
12-15-15	BOOTSTRAP8	NZ_JH724079.1	1280280	1281014	8	8
12-15-15	BOOTSTRAP8	NZ_JH724079.1	1432260	1432994	75	30
12-15-15	BOOTSTRAP8	NZ_JH724079.1	1519955	1520689	24	14
12-15-15	BOOTSTRAP8	NZ_JH724079.1	1591290	1591834	1	1
12-15-15	BOOTSTRAP8	NZ_JH724079.1	1654364	1655098	6	6
12-15-15	BOOTSTRAP8	NZ_JH724079.1	1706122	1706856	15	7
12-15-15	BOOTSTRAP8	NZ_JH724079.1	1760420	1761531	144	62
12-15-15	BOOTSTRAP8	NZ_JH724079.1	1774169	1774903	130	34
